product_id,product_type,timestamp,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,failure_probability_pct,anomaly_score_pct,health_score,risk_tier
H34453,H,2026-01-04 12:00:00,304.1,313.3,1689.0,32.5,134.0,0.3652608639490892,53.12062433395223,54.8,WATCH
H34454,H,2026-01-04 12:01:00,304.1,313.2,1586.0,34.6,139.0,1.137827146103528,43.50541893660232,63.0,WATCH
H34462,H,2026-01-04 12:09:00,304.0,313.2,1271.0,68.6,161.0,99.77865687954245,91.79308535896098,0.2,CRITICAL
H34463,H,2026-01-04 12:10:00,304.0,313.1,1472.0,45.5,166.0,0.3716120863177871,45.10513658415749,61.7,WATCH
H34464,H,2026-01-04 12:11:00,304.0,313.0,1701.0,30.4,171.0,0.5399830251047965,55.040203503488904,53.2,WATCH
H34469,H,2026-01-04 12:16:00,303.8,312.9,1378.0,45.6,184.0,0.7937453972018454,51.344645985391026,56.4,WATCH
H34477,H,2026-01-04 12:24:00,304.0,312.9,1495.0,46.6,0.0,0.8515173069864891,69.29051180978098,41.1,WARNING
H34485,H,2026-01-04 12:32:00,304.2,313.0,1442.0,40.9,23.0,0.6334309284305186,70.28498295724583,40.3,WARNING
H34496,H,2026-01-04 12:43:00,304.1,313.2,1590.0,43.4,52.0,0.06524656249999726,57.386391362817655,51.2,WATCH
H34510,H,2026-01-04 12:57:00,304.2,313.5,1627.0,32.2,91.0,0.4753098949869199,74.22555293812682,36.9,WARNING
H34536,H,2026-01-04 13:23:00,304.2,313.5,1684.0,29.8,156.0,0.9299745345275898,58.6467227977421,50.2,WATCH
H34569,H,2026-01-04 13:56:00,304.2,313.3,1625.0,37.3,27.0,0.17375954345331981,72.09164099687196,38.7,WARNING
H34571,H,2026-01-04 13:58:00,304.1,313.3,1397.0,49.6,34.0,0.7683327141526053,79.32075556481479,32.6,WARNING
H34580,H,2026-01-04 14:07:00,304.2,313.5,1546.0,41.4,58.0,0.4153360328574049,84.31928833908924,28.3,WARNING
H34582,H,2026-01-04 14:09:00,304.1,313.4,1696.0,29.6,65.0,0.5065201165787809,50.03266089627192,57.5,WATCH
H34591,H,2026-01-04 14:18:00,304.0,313.1,1388.0,53.2,91.0,0.813325858745235,70.55112418074036,40.0,WARNING
H34592,H,2026-01-04 14:19:00,304.0,313.2,1517.0,43.1,96.0,0.20491408562475785,53.692590184453096,54.4,WATCH
H34607,H,2026-01-04 14:34:00,304.0,313.1,1408.0,39.8,132.0,1.7801043398081666,58.70000217385506,50.1,WATCH
H34610,H,2026-01-04 14:37:00,303.9,313.0,1517.0,36.0,142.0,0.3718924703128782,60.07067394809275,48.9,WARNING
H34611,H,2026-01-04 14:38:00,303.8,312.9,1570.0,35.8,147.0,0.3887160400170974,67.33244805892862,42.8,WARNING
H34620,H,2026-01-04 14:47:00,303.7,312.6,1711.0,27.6,170.0,0.5854121073333652,52.69305837434505,55.2,WATCH
H34643,H,2026-01-04 15:10:00,303.9,313.1,1790.0,26.7,17.0,0.14037539449966233,61.65897207404781,47.6,WARNING
H34696,H,2026-01-04 16:03:00,303.8,313.2,1381.0,52.4,140.0,4.70998689693526,61.52521906189416,47.7,WARNING
H34701,H,2026-01-04 16:08:00,303.8,313.2,1506.0,46.9,154.0,1.4445242652696142,50.2274218203444,57.3,WATCH
H34710,H,2026-01-04 16:17:00,303.8,313.2,1379.0,50.2,178.0,8.53160816883,72.58073381266732,38.3,WARNING
H34719,H,2026-01-04 16:26:00,303.9,313.2,1680.0,29.1,201.0,2.2497265941712885,53.758728401817656,54.3,WATCH
H34720,H,2026-01-04 16:27:00,304.0,313.2,1612.0,31.7,206.0,6.123900153691253,56.53790549696267,51.9,WATCH
H34725,H,2026-01-04 16:32:00,303.7,312.9,1460.0,49.8,2.0,0.0943830410065036,56.10710722127824,52.3,WATCH
H34746,H,2026-01-04 16:53:00,303.6,312.7,1403.0,46.2,57.0,0.8053336331775613,41.28109638666969,64.9,WATCH
H34755,H,2026-01-04 17:02:00,303.5,312.8,1404.0,55.8,84.0,3.805528885473719,84.92161329559147,27.8,WARNING
H34769,H,2026-01-04 17:16:00,303.3,312.5,1328.0,49.8,120.0,0.47209271309554757,42.92210467707737,63.5,WATCH
H34770,H,2026-01-04 17:17:00,303.3,312.6,1692.0,29.0,125.0,0.3341556962946124,39.83474272843706,66.1,WATCH
H34772,H,2026-01-04 17:19:00,303.3,312.6,1827.0,24.2,132.0,0.3807831418428566,38.44604225676047,67.3,WATCH
H34780,H,2026-01-04 17:27:00,303.1,312.6,1404.0,40.6,152.0,0.921566119252954,25.926923590233464,78.0,NORMAL
H34783,H,2026-01-04 17:30:00,303.0,312.5,1507.0,37.9,163.0,0.37580737126324926,34.495110654499925,70.7,WATCH
H34784,H,2026-01-04 17:31:00,303.0,312.4,1627.0,37.1,168.0,0.5555685059280773,40.81221677077526,65.3,WATCH
H34786,H,2026-01-04 17:33:00,302.9,312.3,1509.0,46.8,175.0,0.3091773372174297,34.80322916153231,70.4,WATCH
H34790,H,2026-01-04 17:37:00,302.8,312.3,1336.0,57.5,187.0,15.879334054320335,50.79007282968373,56.8,WATCH
H34799,H,2026-01-04 17:46:00,302.9,312.3,1754.0,26.9,209.0,3.948926693963756,41.7929442875686,64.5,WATCH
H34804,H,2026-01-04 17:51:00,302.8,312.3,1483.0,47.2,223.0,7.768639016461368,44.57716030353168,62.1,WATCH
H34813,H,2026-01-04 18:00:00,302.8,312.4,1411.0,53.8,246.0,98.82664154920133,62.03401923446813,1.2,CRITICAL
H34818,H,2026-01-04 18:05:00,302.8,312.5,1422.0,46.1,4.0,4.404685081664902,40.212659133998855,65.8,WATCH
H34827,H,2026-01-04 18:14:00,302.7,312.5,1527.0,36.4,26.0,0.2548994253359958,22.45392066925723,80.9,NORMAL
H34854,H,2026-01-04 18:41:00,303.0,312.5,1698.0,30.0,89.0,0.31462920966863533,30.98029729334061,73.7,WATCH
H34864,H,2026-01-04 18:51:00,303.1,312.8,1435.0,41.9,115.0,1.3740636948610883,40.33050306204141,65.7,WATCH
H34894,H,2026-01-04 19:21:00,302.7,312.1,1478.0,36.0,191.0,0.6002104724420898,25.89342204886076,78.0,NORMAL
H34909,H,2026-01-04 19:36:00,302.9,312.5,1357.0,55.0,12.0,3.806457834446507,83.30063366057215,29.2,WARNING
H34913,H,2026-01-04 19:40:00,302.9,312.3,1417.0,48.7,26.0,1.0031157388150385,65.74919247243864,44.1,WARNING
H34917,H,2026-01-04 19:44:00,302.6,312.0,1657.0,29.3,37.0,0.1778173578365938,64.2209153606554,45.4,WARNING
H34929,H,2026-01-04 19:56:00,302.7,312.0,1484.0,41.5,65.0,0.2809842224154634,19.1474177309789,83.7,NORMAL
H34953,H,2026-01-04 20:20:00,302.3,311.7,1482.0,39.0,127.0,0.5359745595221634,5.316390308241294,95.5,NORMAL
H34959,H,2026-01-04 20:26:00,302.2,311.6,1357.0,44.2,142.0,0.5609000766568869,23.88246001315934,79.7,NORMAL
H34963,H,2026-01-04 20:30:00,302.3,311.9,1374.0,52.4,154.0,8.61812582947454,30.543508254302683,74.0,WATCH
H34965,H,2026-01-04 20:32:00,302.4,311.9,1366.0,47.3,162.0,2.6282293881424064,21.546379628950955,81.7,NORMAL
H34966,H,2026-01-04 20:33:00,302.5,312.0,1579.0,35.7,167.0,1.3516209672462671,29.12566004982105,75.2,NORMAL
H34970,H,2026-01-04 20:37:00,302.5,312.0,1357.0,42.0,179.0,1.2557007349113063,44.60742483751181,62.1,WATCH
H34989,H,2026-01-04 20:56:00,302.4,312.0,1477.0,39.7,18.0,0.37557456412628765,19.73212566922074,83.2,NORMAL
H34990,H,2026-01-04 20:57:00,302.4,312.0,1457.0,43.4,23.0,0.2703010383564112,18.80591666710949,84.0,NORMAL
H35028,H,2026-01-04 21:35:00,303.0,312.2,1624.0,28.8,117.0,0.7082968725835324,32.652338837357384,72.2,WATCH
H35040,H,2026-01-04 21:47:00,302.7,312.1,1603.0,32.5,148.0,0.422806476250799,35.1425801325252,70.1,WATCH
H35061,H,2026-01-04 22:08:00,302.5,311.8,2370.0,14.7,198.0,0.45465811901869185,75.78730791358122,35.6,WARNING
H35085,H,2026-01-04 22:32:00,302.2,311.6,1534.0,37.2,41.0,0.33165121599841774,18.713823226271913,84.1,NORMAL
H35086,H,2026-01-04 22:33:00,302.1,311.6,1701.0,26.2,46.0,0.5046157548032179,27.778447578967512,76.4,NORMAL
H35096,H,2026-01-04 22:43:00,302.3,311.6,1441.0,53.9,74.0,3.3038456802132963,46.98595870556708,60.1,WATCH
H35098,H,2026-01-04 22:45:00,302.2,311.6,1594.0,36.8,82.0,0.2194946140239209,25.789154277228864,78.1,NORMAL
H35110,H,2026-01-04 22:57:00,302.5,311.9,1595.0,34.6,112.0,0.35994629806583506,17.714548359694486,84.9,NORMAL
H35117,H,2026-01-04 23:04:00,302.3,311.7,1456.0,45.4,130.0,0.2638232614801848,42.60373687488801,63.8,WATCH
H35124,H,2026-01-04 23:11:00,302.2,311.7,1413.0,46.5,147.0,2.400598556399186,43.01192881891059,63.4,WATCH
H35129,H,2026-01-04 23:16:00,302.2,311.9,1597.0,35.8,160.0,0.5140872269105567,34.70464077738386,70.5,WATCH
H35158,H,2026-01-04 23:45:00,302.2,311.5,1482.0,42.6,16.0,0.16375333471229,20.579537094878667,82.5,NORMAL
H35163,H,2026-01-04 23:50:00,302.2,311.8,1330.0,62.4,31.0,7.727785596038123,54.71895616676703,53.5,WATCH
H35165,H,2026-01-04 23:52:00,302.3,311.8,1475.0,42.8,38.0,0.6671220504194206,21.42315648114809,81.8,NORMAL
H35166,H,2026-01-04 23:53:00,302.3,311.8,1804.0,25.0,43.0,1.5588164093016934,33.803960652093544,71.3,WATCH
H35177,H,2026-01-05 00:04:00,301.8,311.2,1451.0,39.4,70.0,0.3480186395994606,45.300190464249326,61.5,WATCH
H35187,H,2026-01-05 00:14:00,301.6,311.2,1395.0,46.8,95.0,2.5221290027762517,23.555349063325544,80.0,NORMAL
H35197,H,2026-01-05 00:24:00,301.8,311.1,1543.0,36.4,120.0,0.6816890593019979,2.6093909975093985,97.8,NORMAL
H35223,H,2026-01-05 00:50:00,301.3,311.0,1580.0,36.6,184.0,5.841637791844808,14.860906685774374,87.4,NORMAL
H35266,H,2026-01-05 01:33:00,301.2,310.9,1798.0,22.3,59.0,0.14816936173458467,62.18373679046058,47.1,WARNING
H35270,H,2026-01-05 01:37:00,301.2,310.9,1598.0,35.9,71.0,0.4491230914891219,19.684018662357353,83.3,NORMAL
H35301,H,2026-01-05 02:08:00,301.4,311.1,1445.0,41.4,144.0,1.153168292392829,2.0090000256394203,98.3,NORMAL
H35313,H,2026-01-05 02:20:00,300.9,310.6,1686.0,27.7,176.0,0.346189061571128,50.316019385405575,57.2,WATCH
H35319,H,2026-01-05 02:26:00,300.8,310.5,1582.0,31.1,193.0,0.6053455853799385,40.88964934916957,65.2,WATCH
H35321,H,2026-01-05 02:28:00,300.8,310.4,1419.0,46.4,200.0,10.928137950365175,41.331982523674405,64.9,WATCH
H35323,H,2026-01-05 02:30:00,300.7,310.2,1364.0,65.3,208.0,99.46886168524914,87.44027645903597,0.5,CRITICAL
H35327,H,2026-01-05 02:34:00,300.7,310.2,1479.0,52.3,9.0,0.1826981524185129,38.727102664619714,67.1,WATCH
H35348,H,2026-01-05 02:55:00,300.6,310.5,1454.0,51.2,58.0,1.7267909155966328,25.09385166183169,78.7,NORMAL
H35377,H,2026-01-05 03:24:00,300.4,310.7,1656.0,36.3,127.0,0.9572062756852983,32.2294264256961,72.6,WATCH
H35378,H,2026-01-05 03:25:00,300.5,310.8,1631.0,30.5,132.0,1.739719112136998,50.789726185148744,56.8,WATCH
H35379,H,2026-01-05 03:26:00,300.5,310.9,1447.0,46.5,137.0,4.223486267394151,39.087057605170486,66.8,WATCH
H35389,H,2026-01-05 03:36:00,300.5,310.7,1654.0,28.6,161.0,0.625205289125329,15.18445332515963,87.1,NORMAL
H35390,H,2026-01-05 03:37:00,300.5,310.6,1378.0,51.5,166.0,0.16839170998642733,29.156881208309894,75.2,NORMAL
H35393,H,2026-01-05 03:40:00,300.6,310.7,1501.0,45.3,175.0,0.7496306910559816,21.30275101953461,81.9,NORMAL
H35397,H,2026-01-05 03:44:00,300.8,310.8,1466.0,45.2,188.0,0.6023328895219614,13.600615092341407,88.4,NORMAL
H35398,H,2026-01-05 03:45:00,300.7,310.8,1346.0,52.0,193.0,0.5457152032478855,30.49346677413709,74.1,WATCH
H35402,H,2026-01-05 03:49:00,300.7,310.8,1296.0,58.2,204.0,97.46427837147837,51.09060527090704,2.5,CRITICAL
H35414,H,2026-01-05 04:01:00,300.4,310.2,1431.0,43.2,0.0,0.4006902854800142,57.85677386062329,50.8,WATCH
H35424,H,2026-01-05 04:11:00,300.7,310.7,1428.0,43.4,26.0,2.2794994463477374,37.63131103112725,68.0,WATCH
H35426,H,2026-01-05 04:13:00,300.8,310.9,1425.0,44.0,33.0,1.9917761361729662,58.34353858655448,50.4,WATCH
H35428,H,2026-01-05 04:15:00,300.8,310.8,1618.0,32.8,40.0,0.3959473873180631,53.23398367578987,54.8,WATCH
H35461,H,2026-01-05 04:48:00,300.9,311.0,1853.0,23.6,122.0,0.2513431672351695,29.267210124111454,75.1,NORMAL
H35468,H,2026-01-05 04:55:00,300.7,310.8,1518.0,40.1,142.0,0.5440861358333263,8.881198349811067,92.5,NORMAL
H35475,H,2026-01-05 05:02:00,301.1,311.1,1618.0,29.5,160.0,5.005711784129339,56.131025777037394,52.3,WATCH
H35511,H,2026-01-05 05:38:00,300.9,310.8,1477.0,38.4,31.0,0.5540608999239657,11.473479156381853,90.2,NORMAL
H35513,H,2026-01-05 05:40:00,300.9,310.7,1609.0,28.7,39.0,0.37063773657327337,18.913150126299556,83.9,NORMAL
H35545,H,2026-01-05 06:12:00,301.0,311.0,1640.0,37.6,118.0,0.30728558145313034,12.612006666937306,89.3,NORMAL
H35550,H,2026-01-05 06:17:00,300.9,310.8,1390.0,40.6,131.0,0.7725579664694713,10.570023604049002,91.0,NORMAL
H35578,H,2026-01-05 06:45:00,300.9,310.7,1656.0,30.7,200.0,1.274450887009888,56.33491211256024,52.1,WATCH
H35580,H,2026-01-05 06:47:00,300.9,310.7,1403.0,40.6,207.0,43.55823401024076,33.37893484797596,56.4,WATCH
H35584,H,2026-01-05 06:51:00,300.8,310.5,1559.0,40.1,220.0,46.18105739945527,36.437858249393685,53.8,WATCH
H35597,H,2026-01-05 07:04:00,301.0,310.9,1495.0,37.3,21.0,0.23068181312631814,21.807767821454277,81.5,NORMAL
H35605,H,2026-01-05 07:12:00,301.0,310.9,1916.0,22.0,42.0,0.4485530782077261,64.66693985911796,45.0,WARNING
H35632,H,2026-01-05 07:39:00,301.0,310.6,1366.0,50.6,106.0,0.24744646763033717,14.499494496218707,87.7,NORMAL
H35633,H,2026-01-05 07:40:00,301.1,310.6,1407.0,43.9,111.0,0.661019638172971,3.7105169753655276,96.8,NORMAL
H35636,H,2026-01-05 07:43:00,301.1,310.8,1792.0,25.8,121.0,0.2131091353185191,24.91448157592896,78.8,NORMAL
H35640,H,2026-01-05 07:47:00,301.3,311.0,1341.0,59.3,134.0,2.682484076296366,46.874212195239146,60.2,WATCH
H35660,H,2026-01-05 08:07:00,300.8,310.3,1457.0,46.8,182.0,0.9986017448981649,45.612584679608766,61.2,WATCH
H35707,H,2026-01-05 08:54:00,301.0,310.4,1512.0,44.9,86.0,0.6542570274607951,4.757932354844044,96.0,NORMAL
H35709,H,2026-01-05 08:56:00,301.1,310.6,1782.0,24.9,93.0,0.4170307066968285,18.523324673746284,84.3,NORMAL
H35717,H,2026-01-05 09:04:00,301.2,310.6,1457.0,50.5,114.0,0.42736108747317747,12.58833827534379,89.3,NORMAL
H35745,H,2026-01-05 09:32:00,300.5,310.0,1495.0,47.4,184.0,0.6072793251593376,24.34572243132356,79.3,NORMAL
H35754,H,2026-01-05 09:41:00,300.5,309.9,1397.0,45.9,210.0,88.49465902150062,18.32459608988139,11.5,CRITICAL
H35758,H,2026-01-05 09:45:00,300.2,309.8,1374.0,47.7,8.0,0.09039140231701906,18.317707937045526,84.4,NORMAL
H35783,H,2026-01-05 10:10:00,300.0,309.5,1781.0,24.9,70.0,0.2900421503343166,23.759790181577547,79.8,NORMAL
H35787,H,2026-01-05 10:14:00,300.0,309.5,1735.0,28.9,82.0,1.5969641289970506,21.872641770524663,81.4,NORMAL
H35789,H,2026-01-05 10:16:00,300.0,309.6,1629.0,32.3,89.0,0.24226175842813705,23.940250151222557,79.7,NORMAL
H35797,H,2026-01-05 10:24:00,300.2,309.7,1483.0,43.8,108.0,0.5069034116564944,0.23635207293448315,99.5,NORMAL
H35798,H,2026-01-05 10:25:00,300.1,309.6,1463.0,45.1,113.0,0.8331682416599894,0.0,99.2,NORMAL
H35802,H,2026-01-05 10:29:00,300.3,309.9,1509.0,46.6,125.0,3.000854697683152,8.580071458327065,92.7,NORMAL
H35803,H,2026-01-05 10:30:00,300.3,309.9,1677.0,30.1,130.0,0.6480037558056349,19.72995339980334,83.2,NORMAL
H35830,H,2026-01-05 10:57:00,300.4,310.1,1484.0,38.0,198.0,6.506177002451223,19.221775677435577,83.7,NORMAL
H35832,H,2026-01-05 10:59:00,300.3,309.9,1405.0,52.1,205.0,12.155887298471667,39.619399382884126,66.3,WATCH
H35833,H,2026-01-05 11:00:00,300.3,309.9,1394.0,46.7,210.0,82.3641580720969,31.07898735240782,17.6,CRITICAL
H35862,H,2026-01-05 11:29:00,300.7,310.2,1877.0,24.8,64.0,0.5517767902136776,25.459116052505244,78.4,NORMAL
H35876,H,2026-01-05 11:43:00,300.6,310.0,1483.0,44.0,97.0,0.45148559554609907,1.0429984944426132,99.1,NORMAL
H35877,H,2026-01-05 11:44:00,300.5,310.0,1358.0,60.4,102.0,1.2097649797465209,50.180042752022594,57.3,WATCH
H35886,H,2026-01-05 11:53:00,300.4,309.6,1571.0,33.6,126.0,0.3682488311399758,22.448251260491908,80.9,NORMAL
H35887,H,2026-01-05 11:54:00,300.4,309.5,1547.0,50.7,131.0,0.42052711674299925,34.63941370380465,70.6,WATCH
H35898,H,2026-01-05 12:05:00,300.6,309.8,1913.0,22.5,157.0,0.8961163748192095,21.747499354483228,81.5,NORMAL
H35901,H,2026-01-05 12:08:00,300.6,309.8,1541.0,36.2,166.0,1.0865135179569438,5.673581142631083,95.2,NORMAL
H35912,H,2026-01-05 12:19:00,300.8,309.9,2041.0,19.2,194.0,0.5278116334454763,75.22310242153827,36.1,WARNING
H35920,H,2026-01-05 12:27:00,301.0,310.1,1454.0,44.1,217.0,32.001417055731274,61.17652301264975,48.0,WARNING
H35922,H,2026-01-05 12:29:00,301.0,310.1,1756.0,30.7,2.0,0.5033439331998572,71.49367034273257,39.2,WARNING
H35930,H,2026-01-05 12:37:00,301.1,310.0,1470.0,40.1,23.0,0.14198653946123416,49.199949594828155,58.2,WATCH
H35932,H,2026-01-05 12:39:00,301.0,310.0,1212.0,67.9,30.0,5.067433265616025,66.2477814259389,43.7,WARNING
H35944,H,2026-01-05 12:51:00,301.3,310.6,1605.0,32.5,59.0,0.2600109773942359,64.2257567303192,45.4,WARNING
H35945,H,2026-01-05 12:52:00,301.2,310.7,1656.0,26.2,64.0,1.382900598261985,64.81730028008576,44.9,WARNING
H35946,H,2026-01-05 12:53:00,301.2,310.6,1352.0,52.0,69.0,0.03990094024224254,55.00710933784806,53.2,WATCH
H35949,H,2026-01-05 12:56:00,301.2,310.5,1505.0,43.6,78.0,0.3033260509814651,19.799657989481396,83.2,NORMAL
H35963,H,2026-01-05 13:10:00,301.3,310.6,1527.0,44.0,114.0,0.3561265639363672,0.8973580521203725,99.2,NORMAL
H35969,H,2026-01-05 13:16:00,301.5,310.7,1394.0,46.7,130.0,5.352791880156596,16.493458193579997,86.0,NORMAL
H35973,H,2026-01-05 13:20:00,301.5,310.6,1512.0,39.0,143.0,0.5611235032065524,13.310670271242264,88.7,NORMAL
H36020,H,2026-01-05 14:07:00,301.5,310.5,1538.0,44.3,43.0,0.20961771473582597,13.68160325614682,88.4,NORMAL
H36025,H,2026-01-05 14:12:00,301.5,310.5,1587.0,33.8,57.0,0.5595594863784371,17.880450120561882,84.8,NORMAL
H36051,H,2026-01-05 14:38:00,301.5,310.5,1453.0,48.0,124.0,0.7416424694191214,3.216004176958878,97.3,NORMAL
H36066,H,2026-01-05 14:53:00,301.5,310.4,1580.0,35.7,161.0,0.3047980878839653,12.281755482262371,89.6,NORMAL
H36074,H,2026-01-05 15:01:00,301.4,310.5,1421.0,43.8,182.0,5.807511494968024,16.147178489876826,86.3,NORMAL
H36081,H,2026-01-05 15:08:00,301.4,310.5,1536.0,39.9,201.0,0.5110767291863219,24.111367563275618,79.5,NORMAL
H36114,H,2026-01-05 15:41:00,301.6,310.9,1419.0,50.2,51.0,2.669900725971227,13.459017861732562,88.6,NORMAL
H36126,H,2026-01-05 15:53:00,301.4,310.7,1516.0,36.4,83.0,0.23628680743524366,5.02627239450476,95.7,NORMAL
H36143,H,2026-01-05 16:10:00,301.5,310.9,1524.0,40.4,124.0,0.5845099905784238,14.69943815943645,87.5,NORMAL
H36152,H,2026-01-05 16:19:00,301.8,311.1,1463.0,50.1,149.0,0.598892890129345,12.18732675474653,89.6,NORMAL
H36156,H,2026-01-05 16:23:00,301.7,311.2,1639.0,30.0,161.0,1.1706528525225204,11.08288565425317,90.6,NORMAL
H36162,H,2026-01-05 16:29:00,301.7,311.0,2016.0,19.3,180.0,0.20894459618467373,49.017885269108575,58.3,WATCH
H36182,H,2026-01-05 16:49:00,301.3,310.8,1434.0,39.5,18.0,1.4631224892563626,15.424039362396295,86.9,NORMAL
H36188,H,2026-01-05 16:55:00,301.2,310.7,1747.0,27.3,35.0,0.32104092309813276,27.528597430479014,76.6,NORMAL
H36201,H,2026-01-05 17:08:00,301.1,310.6,1388.0,58.5,68.0,8.880951920276079,35.37404777846662,69.9,WATCH
H36228,H,2026-01-05 17:35:00,300.8,310.6,1465.0,44.1,136.0,0.3277795884864833,14.496710885569083,87.7,NORMAL
H36243,H,2026-01-05 17:50:00,300.9,310.9,1474.0,35.7,175.0,0.7121615141107569,8.914095287554606,92.4,NORMAL
H36250,H,2026-01-05 17:57:00,301.1,311.0,1339.0,52.8,194.0,0.15904791596827167,35.09287944739315,70.2,WATCH
H36266,H,2026-01-05 18:13:00,301.0,311.2,1602.0,32.7,19.0,0.2601232684234632,31.964112079961822,72.8,WATCH
H36275,H,2026-01-05 18:22:00,301.1,311.3,2207.0,16.6,43.0,0.1491871895131165,84.218754814329,28.4,WARNING
H36284,H,2026-01-05 18:31:00,301.0,311.3,1597.0,39.2,66.0,0.1893966622655239,28.378957824130797,75.9,NORMAL
H36288,H,2026-01-05 18:35:00,300.9,311.3,1295.0,58.9,77.0,0.9351276875308887,49.89378762212562,57.6,WATCH
H36292,H,2026-01-05 18:39:00,300.9,311.2,1518.0,35.0,90.0,0.30783479605209046,36.573329262343044,68.9,WATCH
H36293,H,2026-01-05 18:40:00,300.8,311.2,2237.0,17.0,95.0,0.20140873453793323,78.5550941912616,33.2,WARNING
H36303,H,2026-01-05 18:50:00,300.9,311.4,1387.0,42.7,121.0,1.2625601754669764,46.972661179683115,60.1,WATCH
H36328,H,2026-01-05 19:15:00,300.9,311.3,1668.0,28.9,183.0,26.858416380239227,53.380673479647946,54.6,WATCH
H36340,H,2026-01-05 19:27:00,301.1,311.6,1417.0,53.4,0.0,4.532110415851718,50.715762393222604,56.9,WATCH
H36351,H,2026-01-05 19:38:00,300.6,311.1,1452.0,40.2,28.0,0.2805592742430735,54.74011550218909,53.5,WATCH
H36354,H,2026-01-05 19:41:00,300.8,311.4,1453.0,44.6,38.0,0.24834705783291555,33.72030498640863,71.3,WATCH
H36364,H,2026-01-05 19:51:00,300.7,311.3,1374.0,53.1,66.0,0.5483472484215767,28.877327652142924,75.5,NORMAL
H36377,H,2026-01-05 20:04:00,300.7,311.0,1981.0,19.9,99.0,0.1302640852741909,41.28268715114369,64.9,WATCH
H36395,H,2026-01-05 20:22:00,300.8,311.2,1612.0,32.5,143.0,1.183578731571879,36.05361438347059,69.4,WATCH
H36399,H,2026-01-05 20:26:00,300.8,311.1,1698.0,24.8,156.0,0.5303240150002396,35.37377275935098,69.9,WATCH
H36416,H,2026-01-05 20:43:00,300.5,310.6,1411.0,47.2,201.0,13.17967645361181,57.53903038383811,51.1,WATCH
H36420,H,2026-01-05 20:47:00,300.6,310.6,1419.0,39.6,3.0,1.72602113557325,17.095604956813734,85.5,NORMAL
H36428,H,2026-01-05 20:55:00,300.5,310.5,1403.0,47.7,24.0,2.9973091909708125,26.716767962130977,77.3,NORMAL
H36435,H,2026-01-05 21:02:00,300.7,310.6,1631.0,32.6,43.0,0.5512145876999667,20.99776007348536,82.2,NORMAL
H36439,H,2026-01-05 21:06:00,300.6,310.6,1448.0,44.7,55.0,0.33588072080889964,32.755132066811434,72.2,WATCH
H36448,H,2026-01-05 21:15:00,300.6,310.6,1830.0,26.2,78.0,0.4877688414968312,24.784872154346942,78.9,NORMAL
H36453,H,2026-01-05 21:20:00,300.6,310.5,1519.0,37.0,91.0,0.30278216299321636,0.029030802240493682,99.7,NORMAL
H36466,H,2026-01-05 21:33:00,300.6,310.4,1510.0,42.8,124.0,0.509604766210343,19.36099110010556,83.5,NORMAL
H36467,H,2026-01-05 21:34:00,300.7,310.5,1567.0,38.7,129.0,0.2982331440485853,27.260604414332303,76.8,NORMAL
H36468,H,2026-01-05 21:35:00,300.7,310.5,1476.0,43.1,134.0,0.4563410798538699,19.807859614966727,83.2,NORMAL
H36474,H,2026-01-05 21:41:00,300.6,310.4,1479.0,35.6,150.0,1.0099366519654536,6.091825161720736,94.8,NORMAL
H36485,H,2026-01-05 21:52:00,300.7,310.6,1505.0,40.6,179.0,0.7688371027574546,8.923520814643714,92.4,NORMAL
H36507,H,2026-01-05 22:14:00,300.7,310.3,1369.0,50.7,12.0,0.20935325350483042,34.85485148217057,70.4,WATCH
H36517,H,2026-01-05 22:24:00,300.8,310.3,1777.0,30.1,38.0,0.29840811223171404,16.390274661311445,86.1,NORMAL
H36521,H,2026-01-05 22:28:00,300.9,310.5,1512.0,41.2,49.0,0.25475882952509227,3.7685528110435498,96.8,NORMAL
H36528,H,2026-01-05 22:35:00,300.9,310.4,1457.0,43.8,69.0,0.22771332302631048,14.367364480983081,87.8,NORMAL
H36556,H,2026-01-05 23:03:00,300.3,309.7,1452.0,41.5,139.0,0.8307698053327756,43.4829764977036,63.0,WATCH
H36557,H,2026-01-05 23:04:00,300.3,309.7,1582.0,30.8,144.0,0.5457663647549518,44.4818448833009,62.2,WATCH
H36565,H,2026-01-05 23:12:00,300.2,309.9,1906.0,22.9,165.0,0.9058462815598266,28.491978709641845,75.8,NORMAL
H36610,H,2026-01-05 23:57:00,300.1,310.1,1426.0,42.7,64.0,0.7759732573548349,21.780660455701454,81.5,NORMAL
H36632,H,2026-01-06 00:19:00,299.9,309.8,1400.0,48.7,119.0,2.3438587106573334,0.0,97.7,NORMAL
H36635,H,2026-01-06 00:22:00,299.7,309.6,1433.0,49.6,129.0,0.4941078010223747,23.039939137235123,80.4,NORMAL
H36642,H,2026-01-06 00:29:00,299.8,309.7,1368.0,47.4,148.0,0.22030131621245114,3.523335343540891,97.0,NORMAL
H36656,H,2026-01-06 00:43:00,299.9,310.1,1447.0,51.4,185.0,1.2462251471536887,29.840770186381388,74.6,WATCH
H36666,H,2026-01-06 00:53:00,300.2,310.4,1501.0,42.9,212.0,12.450044520750419,29.319319804440667,75.1,NORMAL
H36670,H,2026-01-06 00:57:00,300.2,310.3,1408.0,42.5,0.0,0.45372620443524,23.71618955637143,79.8,NORMAL
