udi,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,machine_failure,twf,hdf,pwf,osf,rnf,timestamp,temp_diff_k,power_watts,strain_index,rolling_mean_process_temp_15,rolling_std_process_temp_15,rolling_mean_speed_15,rolling_std_speed_15,rolling_mean_torque_15,rolling_std_torque_15,torque_slope_5,temp_slope_5,anomaly_score_pct,is_anomaly,failure_probability_pct,predicted_failure,health_score,risk_tier
2796,M17655,M,300.3,309.5,1405.0,49.4,77.0,0,0,0,0,0,0,2026-01-02 22:36:00,9.199999999999989,7268.284043590226,3803.7999999999997,309.5733333333333,0.05936168399543645,1530.4,201.08697478596605,39.333333333333336,9.673060282976373,0.7,-0.02000000000000455,9.546439637199997,0,1.1118158037789503,0,91.9,NORMAL
2797,L49976,L,300.2,309.5,1539.0,35.3,80.0,0,0,0,0,0,0,2026-01-02 22:37:00,9.300000000000011,5689.078720459221,2824.0,309.5733333333333,0.05936168399543645,1487.4666666666667,89.69859583760774,40.5,7.7557352050871105,-1.6,-0.02000000000000455,15.073083510795836,0,0.3758558123710215,0,87.2,NORMAL
2798,M17657,M,300.3,309.6,1398.0,53.7,82.0,0,0,0,0,0,0,2026-01-02 22:38:00,9.300000000000011,7861.584288196171,4403.400000000001,309.5733333333334,0.05936168399543645,1481.2666666666667,92.60396988302206,41.29333333333334,8.473611699747268,4.220000000000001,-0.01999999999999318,32.91488521264142,0,1.1064304193312426,0,72.0,WATCH
2799,L49978,L,300.3,309.6,1568.0,39.6,85.0,0,0,0,0,0,0,2026-01-02 22:39:00,9.300000000000011,6502.34281069401,3366.0,309.5733333333334,0.05936168399543645,1483.9333333333334,94.60026175339019,41.59333333333334,8.31689044455108,1.56,0.0,6.535477403210871,0,0.6283044617812544,0,94.4,NORMAL
2800,L49979,L,300.3,309.6,1404.0,44.6,87.0,0,0,0,0,0,0,2026-01-02 22:40:00,9.300000000000011,6557.383513984904,3880.2000000000003,309.5733333333334,0.05936168399543645,1482.2,95.88847688852096,41.05333333333333,7.790549830831285,0.14000000000000057,0.0,12.921788065245046,0,2.519961682248001,0,89.0,NORMAL
2801,M17660,M,300.2,309.5,1500.0,45.7,89.0,0,0,0,0,0,0,2026-01-02 22:41:00,9.300000000000011,7178.539213452678,4067.3,309.5733333333334,0.05936168399543645,1482.5333333333333,95.94482541445338,41.92666666666666,7.504233725672594,-0.7399999999999991,0.0,15.740906872669427,0,1.4771812098715107,0,86.6,NORMAL
2802,M17661,M,300.2,309.5,1642.0,28.8,92.0,0,0,0,0,0,0,2026-01-02 22:42:00,9.300000000000011,4952.155331706662,2649.6,309.5733333333334,0.05936168399543645,1483.3333333333333,97.30266966435164,41.96,7.440218890789121,-1.2999999999999994,0.0,19.846469581036636,0,6.630016488747309,0,83.1,NORMAL
2803,M17662,M,300.3,309.6,1509.0,46.6,95.0,0,0,0,0,0,0,2026-01-02 22:43:00,9.300000000000011,7363.830348161403,4427.0,309.5733333333334,0.05936168399543645,1482.3333333333333,96.93124711189412,42.50666666666667,7.461182084310496,-1.4200000000000004,0.0,19.34696874756571,0,1.4771812098715107,0,83.6,NORMAL
2804,L49983,L,300.2,309.5,1343.0,50.2,98.0,0,0,0,0,0,0,2026-01-02 22:44:00,9.300000000000011,7060.059282510294,4919.6,309.56666666666666,0.061721340008837576,1483.4666666666667,95.05401972913656,42.36,7.272040389640954,2.12,-0.02000000000000455,28.49497056948831,0,1.0864315242437361,0,75.8,NORMAL
2805,L49984,L,300.1,309.5,1450.0,40.1,100.0,0,0,0,0,0,0,2026-01-02 22:45:00,9.399999999999977,6088.930161432618,4010.0,309.56666666666666,0.061721340008837576,1484.2666666666667,94.69384251113809,42.1,7.278932417796941,-0.9,-0.02000000000000455,13.724114046280395,0,0.6652835137006872,0,88.3,NORMAL
2806,L49985,L,300.0,309.4,1460.0,43.5,102.0,0,0,0,0,0,0,2026-01-02 22:46:00,9.399999999999977,6650.751647649593,4437.0,309.55333333333334,0.0743223353156321,1491.2,88.21742620205308,41.940000000000005,7.215538787921397,-0.44000000000000056,-0.02000000000000455,10.580611992154678,0,0.6174928483463202,0,91.0,NORMAL
2807,L49986,L,300.0,309.3,1364.0,41.2,104.0,0,0,0,0,0,0,2026-01-02 22:47:00,9.300000000000011,5884.915134508496,4284.8,309.53333333333336,0.09759000730999422,1487.7333333333333,92.3103977015045,41.8,7.207634840916836,2.4800000000000004,-0.039999999999997725,24.97551092718881,0,1.2381892890486204,0,78.8,NORMAL
2808,M17667,M,299.9,309.3,1452.0,41.9,106.0,0,0,0,0,0,0,2026-01-02 22:48:00,9.400000000000034,6371.024237773957,4441.4,309.5066666666667,0.10327955591314983,1478.9333333333334,88.69890212452275,42.419999999999995,6.744860477218246,-0.9400000000000006,-0.060000000000002274,23.803545642291716,0,0.8057766834708682,0,79.8,NORMAL
2809,L49988,L,299.9,309.3,1471.0,41.8,109.0,0,0,0,0,0,0,2026-01-02 22:49:00,9.400000000000034,6438.987358846616,4556.2,309.4866666666667,0.11254628678732403,1470.5333333333333,82.46632790476176,43.08666666666667,6.081807375474699,-1.680000000000001,-0.039999999999997725,33.024114028838625,0,0.5850266131349218,0,71.9,WATCH
2810,L49989,L,299.9,309.2,1598.0,34.6,111.0,0,0,0,0,0,0,2026-01-02 22:50:00,9.300000000000011,5790.039036370084,3840.6000000000004,309.46000000000004,0.12983506021136687,1473.5333333333333,86.40508142024134,42.466666666666676,6.455525503303924,-1.1,-0.060000000000002274,37.36105245412279,0,0.3729181179405626,0,68.2,WATCH
2811,L49990,L,299.8,309.1,1772.0,24.8,113.0,0,0,0,0,0,0,2026-01-02 22:51:00,9.300000000000011,4601.97247058652,2802.4,309.43333333333334,0.15886502208176762,1498.0,113.36666176614874,40.82666666666667,7.592897683894739,-3.7399999999999998,-0.05999999999999091,42.25274263337202,0,0.130223011422323,0,64.1,WATCH
2812,L49991,L,299.9,309.2,1761.0,25.6,115.0,0,0,0,0,0,0,2026-01-02 22:52:00,9.300000000000011,4720.934112402454,2944.0,309.41333333333336,0.16846647258104122,1512.8,132.05258692765563,40.18,8.46068217445509,-3.12,-0.02000000000000455,22.538197567291533,0,0.2999862018162041,0,80.8,NORMAL
2813,M17672,M,300.0,309.3,1413.0,40.7,117.0,0,0,0,0,0,0,2026-01-02 22:53:00,9.300000000000011,6022.338869152026,4761.900000000001,309.3933333333333,0.16242214252958004,1513.8,131.17501939883996,39.313333333333325,7.598765563908251,-0.23999999999999916,0.0,8.875337008289533,0,1.4003107311642085,0,92.5,NORMAL
2814,L49993,L,300.0,309.3,1887.0,22.6,120.0,0,0,0,0,0,0,2026-01-02 22:54:00,9.300000000000011,4465.899620784035,2712.0,309.3733333333333,0.15337473562082424,1535.0666666666666,162.6681401182299,38.17999999999999,8.735657633270364,-3.839999999999999,0.0,32.840867300671874,0,0.7772089995429329,0,72.1,WATCH
2815,L49994,L,300.0,309.3,1395.0,56.5,122.0,0,0,0,0,0,0,2026-01-02 22:55:00,9.300000000000011,8253.749299143783,6893.0,309.35333333333335,0.14074631012027602,1534.4666666666667,163.20183238934044,38.973333333333336,9.831906272558793,4.38,0.02000000000000455,25.08031588391179,0,3.0199071176604777,0,78.7,NORMAL
2816,M17675,M,300.1,309.4,1569.0,31.6,124.0,0,0,0,0,0,0,2026-01-02 22:56:00,9.299999999999955,5192.047346734779,3918.4,309.3466666666667,0.135576371038251,1539.0666666666666,163.13336641562785,38.03333333333333,9.816870803924893,1.36,0.05999999999999091,19.261619724965925,0,0.8159147537402642,0,83.6,NORMAL
2817,L49996,L,300.1,309.4,1434.0,47.3,127.0,0,0,0,0,0,0,2026-01-02 22:57:00,9.299999999999955,7102.952494207307,6007.099999999999,309.34000000000003,0.12983506021137825,1525.2,162.59819011468645,39.266666666666666,9.735771058074338,4.339999999999999,0.039999999999997725,11.699536272512823,0,1.2206478369936054,0,90.1,NORMAL
2818,L49997,L,300.2,309.5,1417.0,41.1,129.0,0,0,0,0,0,0,2026-01-02 22:58:00,9.300000000000011,6098.74240248733,5301.900000000001,309.3333333333333,0.11751393029114433,1519.0666666666666,164.97076220031443,38.9,9.541488353501252,0.07999999999999971,0.039999999999997725,2.475172863284826,0,1.352121587831243,0,97.9,NORMAL
2819,L49998,L,300.2,309.5,1729.0,28.4,131.0,0,0,0,0,0,0,2026-01-02 22:59:00,9.300000000000011,5142.1169674937255,3720.3999999999996,309.3333333333333,0.11751393029114433,1544.8,165.64902655916887,37.446666666666665,9.355813064359454,1.1599999999999995,0.039999999999997725,18.65909032097338,0,0.45261966485817107,0,84.1,NORMAL
2820,L49999,L,300.2,309.5,1356.0,51.1,133.0,0,0,0,0,0,0,2026-01-02 23:00:00,9.300000000000011,7256.199383849416,6796.3,309.3333333333333,0.11751393029114433,1538.5333333333333,171.17737945796313,38.17999999999999,9.98836465951404,-1.0799999999999996,0.039999999999997725,13.859561023146696,0,0.1795552153071426,0,88.2,NORMAL
2821,L50000,L,300.2,309.5,1436.0,48.8,135.0,0,0,0,0,0,0,2026-01-02 23:01:00,9.300000000000011,7338.425335569374,6588.0,309.34000000000003,0.124211800693493,1536.9333333333334,172.0736829993263,38.53333333333333,10.279498783408435,3.439999999999999,0.02000000000000455,7.951514083110596,0,0.8624714368399918,0,93.2,NORMAL
2822,M17681,M,300.3,309.6,1419.0,42.5,137.0,0,0,0,0,0,0,2026-01-02 23:02:00,9.300000000000011,6315.386631878881,5822.5,309.35999999999996,0.14040757001400223,1540.6,168.6779687536502,38.620000000000005,10.309025172148926,-0.9599999999999994,0.0400000000000091,6.196121623321384,0,1.2412327012509967,0,94.7,NORMAL
2823,L50002,L,300.3,309.6,1593.0,38.1,140.0,0,0,0,0,0,0,2026-01-02 23:03:00,9.300000000000011,6355.787513404046,5334.0,309.38,0.15212776586084428,1550.0,167.3110874987077,38.36666666666667,10.269279197591992,-0.6,0.02000000000000455,6.110039412208979,0,1.0393816332167516,0,94.8,NORMAL
2824,M17683,M,300.3,309.5,1320.0,62.2,142.0,0,0,0,0,0,0,2026-01-02 23:04:00,9.199999999999989,8597.910774344546,8832.4,309.3933333333333,0.1533747356208494,1539.9333333333334,176.6839254822288,39.72666666666667,11.966946541361713,6.760000000000001,0.0,64.15953011282102,0,0.8807662310840849,0,45.5,WARNING
2825,M17684,M,300.3,309.5,1448.0,42.4,145.0,0,0,0,0,0,0,2026-01-02 23:05:00,9.199999999999989,6429.290309522536,6148.0,309.4133333333333,0.14573295866430347,1529.9333333333334,177.4060985691419,40.24666666666666,11.897530756221531,-1.7400000000000007,0.0,11.165369803211252,0,1.1629961651449685,0,90.5,NORMAL
2826,L50005,L,300.3,309.4,1470.0,33.5,148.0,0,0,0,0,0,0,2026-01-02 23:06:00,9.099999999999966,5156.924340867645,4958.0,309.43333333333334,0.11751393029118988,1509.8,164.6503654935002,40.82666666666667,11.287127096619269,-3.0599999999999996,-0.02000000000000455,5.795669409216158,0,0.2438453896244493,0,95.1,NORMAL
2827,M17686,M,300.3,309.4,1612.0,33.1,150.0,0,0,0,0,0,0,2026-01-02 23:07:00,9.099999999999966,5587.55291787071,4965.0,309.44666666666666,0.09904304020214658,1499.8666666666666,152.45602020005137,41.32666666666667,10.71610714676514,-1.8799999999999997,-0.0400000000000091,9.96561303090006,0,0.315370084881604,0,91.5,NORMAL
2828,L50007,L,300.4,309.4,1412.0,51.6,153.0,0,0,0,0,0,0,2026-01-02 23:08:00,9.0,7629.797582214316,7894.8,309.45333333333326,0.09154754165958719,1499.8,152.4969320534504,42.053333333333335,11.035388961147117,2.7,-0.0400000000000091,21.588280247988195,0,1.98019135925289,0,81.6,NORMAL
2829,M17688,M,300.4,309.4,1875.0,23.9,155.0,0,0,0,0,0,0,2026-01-02 23:09:00,9.0,4692.754026299754,3704.5,309.46000000000004,0.0828078671389733,1499.0,150.33676482199303,42.14,10.875647763959273,-7.660000000000001,-0.02000000000000455,51.39157734115315,0,0.3610365300267877,0,56.3,WATCH
2830,L50009,L,300.3,309.3,1612.0,36.0,158.0,0,0,0,0,0,0,2026-01-02 23:10:00,9.0,6077.096829104095,5688.0,309.46,0.0828078671389733,1513.4666666666667,150.05468844328013,40.77333333333333,10.209901823136898,-1.2799999999999998,-0.039999999999997725,11.220958953467129,0,0.5422123239623082,0,90.5,NORMAL
2831,M17690,M,300.4,309.3,1411.0,41.6,160.0,0,0,0,0,0,0,2026-01-02 23:11:00,8.900000000000034,6146.798298111741,6656.0,309.4533333333333,0.09154754165958719,1502.9333333333334,151.41733561191037,41.440000000000005,9.889590486971567,1.6200000000000003,-0.01999999999999318,4.7759134306156765,0,0.7211557696065495,0,95.9,NORMAL
2832,M17691,M,300.3,309.2,1490.0,47.9,163.0,0,0,0,0,0,0,2026-01-02 23:12:00,8.899999999999977,7473.953642645237,7807.7,309.43999999999994,0.11212238212947802,1506.6666666666667,150.28243251894042,41.480000000000004,9.916162852347888,2.9599999999999995,-0.039999999999997725,16.435820759668943,0,0.3133809547080887,0,86.0,NORMAL
2833,M17692,M,300.4,309.3,1467.0,40.3,166.0,0,0,0,0,0,0,2026-01-02 23:13:00,8.900000000000034,6191.042394649798,6689.799999999999,309.4266666666666,0.11629191513930358,1510.0,148.69767987430185,41.42666666666666,9.920503059441062,-2.2600000000000007,-0.01999999999999318,3.763897427752653,0,0.37020593553451114,0,96.8,NORMAL
2834,L50013,L,300.3,309.2,1807.0,26.4,169.0,0,0,0,0,0,0,2026-01-02 23:14:00,8.899999999999977,4995.634974032345,4461.599999999999,309.40666666666664,0.12798809469597594,1515.2,157.97748483339657,41.29333333333334,10.119533209637241,0.5,-0.039999999999997725,25.777696356946695,0,0.39390865305204403,0,78.1,NORMAL
2835,L50014,L,300.3,309.1,1368.0,46.0,171.0,0,0,0,0,0,0,2026-01-02 23:15:00,8.800000000000011,6589.804750169949,7866.0,309.38,0.1473576795326068,1516.0,157.14188311386548,40.95333333333334,9.848558028366085,2.0,-0.039999999999997725,18.577870091549244,0,0.14981292976209523,0,84.2,NORMAL
2836,L50015,L,300.3,309.2,1572.0,32.0,173.0,0,0,0,0,0,0,2026-01-02 23:16:00,8.899999999999977,5267.822561539365,5536.0,309.35999999999996,0.15023790658277705,1525.0666666666666,156.1164705626946,39.833333333333336,9.847745693207901,-1.9200000000000004,-0.02000000000000455,13.687183385966184,0,0.7249085689319369,0,88.4,NORMAL
2837,M17696,M,300.3,309.1,1458.0,44.3,175.0,0,0,0,0,0,0,2026-01-02 23:17:00,8.800000000000011,6763.786151325751,7752.499999999999,309.32666666666665,0.1486446706013395,1527.6666666666667,154.54064036301205,39.95333333333333,9.893422538424657,-0.7200000000000003,-0.01999999999999318,8.189325918773378,0,0.8368840109111446,0,93.0,NORMAL
2838,L50017,L,300.3,309.1,1699.0,30.3,178.0,0,0,0,0,0,0,2026-01-02 23:18:00,8.800000000000011,5390.941577633549,5393.400000000001,309.2933333333333,0.13870146084679227,1534.7333333333333,160.0662660394432,39.43333333333333,10.198085721396549,-1.9999999999999993,-0.039999999999997725,21.264070093453597,0,1.500415562900785,0,81.9,NORMAL
2839,L50018,L,300.3,309.3,1478.0,39.5,180.0,0,0,0,0,0,0,2026-01-02 23:19:00,9.0,6113.644023640857,7110.0,309.28,0.12649110641834954,1545.2666666666667,149.79532067203684,37.919999999999995,8.032718806765999,2.62,0.02000000000000455,8.139318512669542,0,1.2975088755893418,0,93.1,NORMAL
2840,M17699,M,300.4,309.4,1362.0,42.1,182.0,0,0,0,0,0,0,2026-01-02 23:20:00,9.0,6004.651702512315,7662.2,309.27333333333337,0.11629191513921688,1539.5333333333333,155.32770273874362,37.9,8.021132802078032,-0.7799999999999997,0.05999999999999091,26.34630384357683,0,0.14284856158755724,0,77.6,NORMAL
2841,H32254,H,300.4,309.4,1487.0,38.9,185.0,0,0,0,0,0,0,2026-01-02 23:21:00,9.0,6057.440931068136,7196.5,309.27333333333337,0.11629191513921688,1540.6666666666667,154.8453914008922,38.26,7.930213472176285,1.3799999999999997,0.039999999999997725,13.685969699448385,0,2.220399720462463,0,88.4,NORMAL
2842,L50021,L,300.3,309.4,1705.0,29.4,190.0,0,0,0,0,0,0,2026-01-02 23:22:00,9.099999999999966,5249.287164883185,5586.0,309.2733333333333,0.11629191513921688,1546.8666666666666,159.69160755596948,38.013333333333335,8.156493177363764,-2.9799999999999995,0.05999999999999091,23.370869954896193,0,2.1671081542043593,0,80.1,NORMAL
2843,L50022,L,300.3,309.3,1345.0,53.5,192.0,0,0,0,0,0,0,2026-01-02 23:23:00,9.0,7535.3717790229175,10272.0,309.26666666666665,0.11126972806603665,1542.4,164.595087585089,38.14,8.393858298950354,4.64,0.039999999999997725,39.25583034247675,0,0.9803999823799068,0,66.6,WATCH
2844,L50023,L,300.3,309.2,1532.0,40.2,194.0,0,0,0,0,0,0,2026-01-02 23:24:00,8.899999999999977,6449.312726701415,7798.8,309.2533333333333,0.10600988275171849,1519.5333333333333,136.51889804642377,39.22666666666667,7.416917598751288,0.14000000000000057,-0.02000000000000455,13.886974858585651,0,1.0835007698780517,0,88.2,NORMAL
2845,L50024,L,300.3,309.2,1650.0,35.2,196.0,0,0,0,0,0,0,2026-01-02 23:25:00,8.899999999999977,6082.123377349841,6899.200000000001,309.2466666666667,0.10600988275171849,1522.0666666666666,138.6926028858007,39.17333333333333,7.444601751477052,-1.3799999999999997,-0.039999999999997725,19.44771761663602,0,1.4252944059045056,0,83.5,NORMAL
2846,L50025,L,300.3,309.2,1398.0,54.4,198.0,0,0,0,0,0,0,2026-01-02 23:26:00,8.899999999999977,7964.063040556269,10771.199999999999,309.24,0.10555973259626496,1521.2,139.47462646865824,40.026666666666664,8.413209568178761,3.1,-0.039999999999997725,40.422590871673606,0,19.21944843107718,0,65.6,WATCH
2847,L50026,L,300.3,309.2,1412.0,44.8,200.0,0,0,0,0,0,0,2026-01-02 23:27:00,8.899999999999977,6624.32038145739,8960.0,309.24,0.10555973259626496,1516.0,142.1493178718382,39.82,8.242329767729482,3.0799999999999996,-0.039999999999997725,26.316611272531954,0,5.188469306407549,0,77.6,NORMAL
2848,L50027,L,300.4,309.3,1525.0,39.6,202.0,0,0,0,0,0,0,2026-01-02 23:28:00,8.900000000000034,6324.026011676254,7999.200000000001,309.24,0.10555973259626496,1519.8666666666666,141.50864015350993,39.77333333333333,8.241399557518507,-2.78,0.0,13.02135900218731,0,3.835704782975793,0,88.9,NORMAL
2849,M17708,M,300.3,309.3,1391.0,57.9,204.0,0,0,0,0,0,0,2026-01-02 23:29:00,9.0,8434.013885606766,11811.6,309.2466666666667,0.10600988275171849,1492.1333333333334,120.40696863237811,41.87333333333333,8.595968047094228,3.539999999999999,0.02000000000000455,54.23037417104075,0,91.34315385210037,1,8.7,CRITICAL
2850,L50029,L,300.4,309.3,1766.0,28.2,207.0,0,0,0,0,0,0,2026-01-02 23:30:00,8.900000000000034,5215.1694686652,5837.4,309.26,0.09856107607582217,1518.6666666666667,134.16496597561684,40.68666666666666,9.193465588330037,-1.4000000000000008,0.02000000000000455,17.67350125241233,0,10.08081958571095,0,85.0,NORMAL
2851,L50030,L,300.4,309.3,1671.0,35.0,209.0,0,0,0,0,0,0,2026-01-02 23:31:00,8.900000000000034,6124.534878173302,7315.0,309.26666666666665,0.09759000730990634,1525.2666666666667,139.31232468638274,40.88666666666666,9.022025957674433,-3.88,0.02000000000000455,17.840555919086604,0,20.782077039208787,0,79.2,NORMAL
2852,L50031,L,300.5,309.3,1373.0,48.8,211.0,0,0,0,0,0,0,2026-01-02 23:32:00,8.800000000000011,7016.474920429491,10296.8,309.28,0.08618916075417475,1519.6,143.89718551799518,41.18666666666666,9.216357094602877,0.8,0.02000000000000455,28.533410448029496,0,1.1077257138541605,0,75.7,NORMAL
2853,M17712,M,300.5,309.4,1347.0,50.1,213.0,0,0,0,0,0,0,2026-01-02 23:33:00,8.899999999999977,7066.981258323704,10671.300000000001,309.3,0.07559289462126341,1496.1333333333334,141.22821787380133,42.50666666666667,8.96010735479892,2.1,0.01999999999999318,35.24008649956175,0,6.63793841398119,0,70.0,WATCH
2854,M17713,M,300.5,309.3,1539.0,39.1,216.0,0,0,0,0,0,0,2026-01-02 23:34:00,8.800000000000011,6301.500792350015,8445.6,309.3,0.07559289462126341,1500.2,141.54666065597416,42.480000000000004,8.970284276431705,-3.7599999999999993,0.0,25.556129525407524,0,9.261683570813817,0,78.3,NORMAL
2855,L50034,L,300.5,309.3,1470.0,40.8,219.0,0,0,0,0,0,0,2026-01-02 23:35:00,8.800000000000011,6280.672033056713,8935.199999999999,309.2933333333333,0.0703731550757666,1507.4,136.67782765111875,42.39333333333333,8.980492085361249,2.5199999999999996,0.0,20.394576070401488,0,5.198536870922112,0,82.7,NORMAL
2856,L50035,L,300.5,309.3,1528.0,37.0,221.0,0,0,0,0,0,0,2026-01-02 23:36:00,8.800000000000011,5920.4360754450845,8177.0,309.2866666666667,0.063994047365178,1510.1333333333334,136.65068431519055,42.266666666666666,9.046441026066177,0.4,0.0,17.001873910089397,0,12.78197194790355,0,85.5,NORMAL
2857,H32270,H,300.5,309.3,1471.0,45.2,223.0,0,0,0,0,0,0,2026-01-02 23:37:00,8.800000000000011,6962.732742102083,10079.6,309.28000000000003,0.05606119108436167,1494.5333333333333,125.73661057184424,43.32,8.332998088494591,-0.7199999999999989,0.0,35.46264380804693,0,3.1820360058764763,0,69.9,WATCH
2858,M17717,M,300.4,309.2,1528.0,37.2,228.0,0,0,0,0,0,0,2026-01-02 23:38:00,8.800000000000011,5952.438432609653,8481.6,309.27333333333337,0.059361683995242866,1506.7333333333333,118.88257511791633,42.233333333333334,7.965341591335848,-2.5799999999999996,-0.039999999999997725,40.99113674494092,0,14.540172681376577,0,65.2,WATCH
2859,L50038,L,300.5,309.3,1417.0,51.5,231.0,1,0,0,0,1,0,2026-01-02 23:39:00,8.800000000000011,7641.976489734731,11896.5,309.28000000000003,0.05606119108436167,1499.0666666666666,120.82896215410635,42.98666666666667,8.287155868025529,2.4799999999999995,0.0,50.83291364618635,0,96.01541718181062,1,4.0,CRITICAL
2860,L50039,L,300.6,309.4,1549.0,43.4,233.0,0,0,0,0,0,0,2026-01-02 23:40:00,8.799999999999955,7039.953089527319,10112.199999999999,309.2933333333333,0.059361683995205666,1492.3333333333333,114.46376012062841,43.53333333333333,8.0023805981778,0.5200000000000002,0.01999999999999318,41.24535664038131,0,8.570292292793557,0,64.9,WATCH
2861,H32274,H,300.6,309.4,1463.0,49.2,235.0,0,0,0,0,0,0,2026-01-02 23:41:00,8.799999999999955,7537.686085611064,11562.0,309.3066666666666,0.05936168399518583,1496.6666666666667,111.83767999501349,43.18666666666666,7.600551358446203,2.4400000000000004,0.01999999999999318,50.80608373872303,0,91.59709166680499,1,8.4,CRITICAL
2862,L50041,L,300.7,309.5,1479.0,43.6,240.0,0,0,0,0,0,0,2026-01-02 23:42:00,8.800000000000011,6752.790577038189,10464.0,309.32666666666665,0.07037315507572439,1501.1333333333334,109.52877421459962,43.10666666666667,7.58866322377051,-0.3200000000000003,0.039999999999997725,39.613597040133776,0,5.684380224008052,0,66.3,WATCH
2863,L50042,L,300.6,309.5,1867.0,23.0,242.0,0,0,0,0,0,0,2026-01-02 23:43:00,8.899999999999977,4496.771004593311,5566.0,309.34,0.08280786713876395,1523.9333333333334,144.77641218033358,42.0,9.180102707175116,-2.8400000000000007,0.060000000000002274,44.53298617734123,0,39.12551173695841,0,60.9,WATCH
2864,L50043,L,300.6,309.4,1471.0,44.1,244.0,0,0,0,0,0,0,2026-01-02 23:44:00,8.799999999999955,6793.285706342961,10760.4,309.34666666666664,0.08338093880083199,1529.2666666666667,140.95260939492536,41.080000000000005,8.10089942096371,-1.4799999999999998,0.01999999999999318,29.415626891947316,0,75.95220581605324,1,24.0,CRITICAL
2865,H32278,H,300.6,309.4,1380.0,47.6,246.0,1,1,0,0,0,0,2026-01-02 23:45:00,8.799999999999955,6878.8312743002125,11709.6,309.35333333333335,0.08338093880082492,1503.5333333333333,129.40847105561804,42.373333333333335,7.417495405811591,0.8400000000000005,0.0,39.002363287906995,0,98.30560346618157,1,1.7,CRITICAL
2866,H32279,H,300.7,309.7,1623.0,32.7,0.0,0,0,0,0,0,0,2026-01-02 23:46:00,9.0,5557.697315686095,0.0,309.38,0.12071217243653895,1500.3333333333333,125.50621308847576,42.22,7.6022740958590465,-3.3,0.060000000000002274,45.0410331072705,0,0.2587256599063329,0,61.7,WATCH
2867,L50046,L,300.8,309.7,1997.0,20.7,5.0,0,0,0,0,0,0,2026-01-02 23:47:00,8.899999999999977,4328.894765160983,103.5,309.4066666666667,0.14375905769578198,1541.9333333333334,174.23935370906503,40.34666666666667,9.16630994976917,-4.58,0.039999999999997725,61.034496175883355,0,0.6224317168549981,0,48.1,WARNING
2868,H32281,H,300.7,309.6,1390.0,48.5,7.0,0,0,0,0,0,0,2026-01-02 23:48:00,8.900000000000034,7059.682291391863,339.5,309.42,0.15212776586069449,1544.8,171.1291074848803,40.24,9.053318255124509,5.1,0.02000000000000455,33.483576386847375,0,1.7980698605572598,0,71.5,WATCH
2869,L50048,L,300.8,309.7,1418.0,46.6,12.0,0,0,0,0,0,0,2026-01-02 23:49:00,8.899999999999977,6919.755754600975,559.2,309.44666666666666,0.1641718031675451,1536.7333333333333,174.24550277724686,40.74,9.191906377740246,0.5,0.060000000000002274,29.985153866560243,0,5.313617891155879,0,74.5,WATCH
2870,L50049,L,300.8,309.7,1519.0,35.8,14.0,0,0,0,0,0,0,2026-01-02 23:50:00,8.899999999999977,5694.681227358122,501.19999999999993,309.47333333333336,0.17099150634166524,1540.0,173.36213130735578,40.406666666666666,9.279814242804191,-2.3600000000000008,0.060000000000002274,32.292612359228215,0,1.1877884415457305,0,72.6,WATCH
2871,M17730,M,300.8,309.7,1519.0,39.7,16.0,0,0,0,0,0,0,2026-01-02 23:51:00,8.899999999999977,6315.0515286625,635.2,309.5,0.17320508076523372,1539.4,173.4221933400032,40.58666666666667,9.235093523129661,1.4,0.0,17.049109975356583,0,0.3710169590884766,0,85.5,NORMAL
2872,M17731,M,300.7,309.6,1536.0,37.2,19.0,0,0,0,0,0,0,2026-01-02 23:52:00,8.900000000000034,5983.603031733264,706.8000000000001,309.5199999999999,0.16561573425087917,1543.7333333333333,172.40006076675624,40.053333333333335,9.180481365115744,3.3000000000000007,-0.01999999999999318,19.07726248917988,0,0.15406223216157106,0,83.8,NORMAL
2873,L50052,L,300.8,309.6,1680.0,28.7,22.0,0,0,0,0,0,0,2026-01-02 23:53:00,8.800000000000011,5049.167712849516,631.4,309.5466666666667,0.14074631012001976,1553.8666666666666,175.84200159179775,39.486666666666665,9.620949364104685,-3.96,0.0,23.392190291080833,0,0.40846884571834424,0,80.1,NORMAL
2874,H32287,H,300.6,309.4,1555.0,37.9,24.0,0,0,0,0,0,0,2026-01-02 23:54:00,8.799999999999955,6171.606408099588,909.5999999999999,309.5533333333333,0.13020130934539836,1563.0666666666666,171.73171213372683,38.58,9.030677873622949,-1.7400000000000007,-0.060000000000002274,22.75489022741114,0,0.20991078240922847,0,80.7,NORMAL
2875,L50054,L,300.6,309.5,1471.0,49.6,29.0,0,0,0,0,0,0,2026-01-02 23:55:00,8.899999999999977,7640.520885138569,1438.4,309.56,0.12421180069318465,1557.8666666666666,173.3612523302831,38.99333333333333,9.401327160616866,2.7600000000000007,-0.039999999999997725,20.166429339352177,0,0.23472435794440016,0,82.9,NORMAL
2876,M17735,M,300.5,309.4,1877.0,23.8,31.0,0,0,0,0,0,0,2026-01-02 23:56:00,8.899999999999977,4678.103732558513,737.8000000000001,309.56000000000006,0.12421180069318465,1585.4666666666667,189.39334226745757,37.300000000000004,9.713907555664766,-3.1800000000000006,-0.060000000000002274,46.23258504694349,0,0.27470189795396316,0,60.7,WATCH
