udi,timestamp,product_id,product_type,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min,temp_diff_k,power_watts,strain_index,failure_probability_pct,anomaly_score_pct,health_score,risk_tier,machine_failure
1678,2026-01-02 03:58:00,M16537,M,297.9,307.5,1647.0,30.8,212.0,9.600000000000023,5312.181849808054,6529.6,20.839754936080972,54.61328783657042,53.6,WATCH,0
1679,2026-01-02 03:59:00,L48858,L,298.0,307.5,1644.0,32.8,215.0,9.5,5646.824299268437,7051.999999999999,22.26483075064849,50.7190826167326,56.9,WATCH,0
1680,2026-01-02 04:00:00,L48859,L,298.0,307.5,1792.0,27.9,217.0,9.5,5235.652652766606,6054.299999999999,18.351922973003784,65.70686207996917,44.1,WARNING,0
1681,2026-01-02 04:01:00,M16540,M,297.9,307.4,1610.0,34.6,219.0,9.5,5833.5186786957665,7577.400000000001,66.971070065597,60.16196428491875,33.0,WARNING,0
1682,2026-01-02 04:02:00,M16541,M,297.8,307.3,1804.0,26.0,222.0,9.5,4911.775394132523,5772.0,25.811125707260697,81.70318553943939,30.6,WARNING,0
1683,2026-01-02 04:03:00,H31096,H,297.9,307.4,1604.0,36.1,225.0,9.5,6063.734588350827,8122.5,90.32759888554048,51.88452827062744,9.7,CRITICAL,1
1684,2026-01-02 04:04:00,M16543,M,297.9,307.4,1403.0,52.8,0.0,9.5,7757.471907656203,0.0,0.8915784077061322,64.34667189285443,45.3,WARNING,0
1685,2026-01-02 04:05:00,L48864,L,297.8,307.3,1438.0,44.5,3.0,9.5,6701.121849862148,133.5,1.175727143582976,56.50944228964106,52.0,WATCH,0
1686,2026-01-02 04:06:00,L48865,L,297.9,307.3,1824.0,26.3,5.0,9.400000000000034,5023.532316796223,131.5,0.4027374720205389,68.17130420336,42.1,WARNING,0
1687,2026-01-02 04:07:00,H31100,H,297.9,307.3,1663.0,28.7,7.0,9.400000000000034,4998.074944326633,200.9,0.5918954786939434,49.471105804165916,57.9,WATCH,0
1688,2026-01-02 04:08:00,L48867,L,297.9,307.3,1502.0,36.7,12.0,9.400000000000034,5772.508949363053,440.40000000000003,0.37499153601702884,44.46074249443789,62.2,WATCH,0
1689,2026-01-02 04:09:00,L48868,L,297.9,307.4,1606.0,35.5,14.0,9.5,5970.387398637163,497.0,0.27002826826943893,42.35905397679133,64.0,WATCH,0
1690,2026-01-02 04:10:00,L48869,L,297.9,307.5,1561.0,37.7,16.0,9.600000000000023,6162.726172865442,603.2,0.344931389144528,40.21003384504036,65.8,WATCH,0
1691,2026-01-02 04:11:00,M16550,M,297.9,307.4,1435.0,42.9,18.0,9.5,6446.7052047989355,772.1999999999999,0.6495170623496065,40.24455668581451,65.8,WATCH,0
1692,2026-01-02 04:12:00,L48871,L,297.9,307.5,1602.0,38.3,21.0,9.600000000000023,6425.248126974917,804.3,0.2735041956498207,49.769109474558945,57.7,WATCH,0
1693,2026-01-02 04:13:00,M16552,M,298.1,307.6,1764.0,27.7,23.0,9.5,5116.900450460911,637.1,0.6256197744811222,68.56339139439794,41.7,WARNING,0
1694,2026-01-02 04:14:00,H31107,H,298.0,307.5,1683.0,27.8,26.0,9.5,4899.56507068557,722.8000000000001,0.4416594467769873,55.700740559255635,52.7,WATCH,0
1695,2026-01-02 04:15:00,L48874,L,298.0,307.5,1618.0,35.2,31.0,9.5,5964.167045183055,1091.2,0.5864500365462062,38.14576142795672,67.6,WATCH,0
1696,2026-01-02 04:16:00,L48875,L,298.0,307.6,1509.0,41.6,33.0,9.600000000000023,6573.719795783571,1372.8,0.27940036909030813,35.52487590237376,69.8,WATCH,0
1697,2026-01-02 04:17:00,L48876,L,297.9,307.6,1550.0,39.0,35.0,9.700000000000045,6330.309196983433,1365.0,0.3731834465485066,30.368617176704067,74.2,WATCH,0
1698,2026-01-02 04:18:00,M16557,M,297.9,307.6,1519.0,44.0,37.0,9.700000000000045,6999.0495531775805,1628.0,0.17439405814691383,26.11000865670876,77.8,NORMAL,0
1699,2026-01-02 04:19:00,L48878,L,297.9,307.6,1481.0,38.0,40.0,9.700000000000045,5893.418378624213,1520.0,0.33304313232736665,38.13591068727113,67.6,WATCH,0
1700,2026-01-02 04:20:00,L48879,L,298.1,307.7,1289.0,48.3,42.0,9.599999999999966,6519.715818068361,2028.6,0.16821983066704663,54.76007245066089,53.5,WATCH,0
1701,2026-01-02 04:21:00,M16560,M,298.0,307.6,1844.0,23.8,44.0,9.600000000000023,4595.856836887532,1047.2,0.4386001870750264,56.59340578575971,51.9,WATCH,0
1702,2026-01-02 04:22:00,L48881,L,298.0,307.7,1479.0,42.5,47.0,9.699999999999989,6582.422007434015,1997.5,0.39828451563861755,20.997851259388995,82.2,NORMAL,0
1703,2026-01-02 04:23:00,L48882,L,298.0,307.7,1430.0,47.3,49.0,9.699999999999989,7083.1395165386675,2317.7,2.9152636339329887,20.123551220254466,82.9,NORMAL,0
1704,2026-01-02 04:24:00,M16563,M,298.1,307.8,1636.0,36.7,51.0,9.699999999999989,6287.499761090517,1871.7,0.5982759078137118,21.828530735074267,81.4,NORMAL,0
1705,2026-01-02 04:25:00,M16564,M,298.1,307.8,1503.0,44.7,54.0,9.699999999999989,7035.502499934734,2413.8,0.300163016029549,14.864234658480358,87.4,NORMAL,0
1706,2026-01-02 04:26:00,M16565,M,298.1,307.8,1608.0,32.6,57.0,9.699999999999989,5489.493339176662,1858.2,0.4094357214339578,26.326858992717906,77.6,NORMAL,0
1707,2026-01-02 04:27:00,L48886,L,298.2,307.8,1521.0,42.9,60.0,9.600000000000023,6833.058269337406,2574.0,0.4270116532414065,11.11629492047013,90.6,NORMAL,0
1708,2026-01-02 04:28:00,L48887,L,298.2,307.8,1439.0,41.6,62.0,9.600000000000023,6268.775868875121,2579.2000000000003,1.383733406226719,15.406314691082237,86.9,NORMAL,0
1709,2026-01-02 04:29:00,L48888,L,298.2,307.8,1627.0,31.5,64.0,9.600000000000023,5366.939809760123,2016.0,0.62675432684769,19.921807494126043,83.1,NORMAL,0
1710,2026-01-02 04:30:00,L48889,L,298.2,307.8,1749.0,26.1,66.0,9.600000000000023,4780.341629481837,1722.6000000000001,0.5377056912844019,30.368858708103936,74.2,WATCH,0
1711,2026-01-02 04:31:00,L48890,L,298.2,307.8,1530.0,35.9,68.0,9.600000000000023,5751.941989457552,2441.2,0.5081001954624097,10.253419851568244,91.3,NORMAL,0
1712,2026-01-02 04:32:00,L48891,L,298.2,307.8,1355.0,51.3,70.0,9.600000000000023,7279.227258000231,3591.0,0.2408903171052793,17.83516791534788,84.8,NORMAL,0
1713,2026-01-02 04:33:00,L48892,L,298.3,307.9,1551.0,33.8,72.0,9.599999999999966,5489.80749844202,2433.6,0.484690325348959,13.223279092663542,88.8,NORMAL,0
1714,2026-01-02 04:34:00,L48893,L,298.2,307.8,1515.0,46.7,74.0,9.600000000000023,7408.975034593489,3455.8,0.2491926866780749,13.420089087798747,88.6,NORMAL,0
1715,2026-01-02 04:35:00,L48894,L,298.2,307.8,1388.0,48.6,76.0,9.600000000000023,7064.059577155866,3693.6,0.9813522384462118,23.51912112433801,80.0,NORMAL,0
1716,2026-01-02 04:36:00,L48895,L,298.2,307.8,1585.0,34.6,78.0,9.600000000000023,5742.936090517262,2698.8,1.9236583014396105,17.23739845784972,85.3,NORMAL,0
1717,2026-01-02 04:37:00,L48896,L,298.1,307.7,1523.0,37.7,80.0,9.599999999999966,6012.704651681018,3016.0,0.7693159698090789,20.61550524947754,82.5,NORMAL,0
1718,2026-01-02 04:38:00,L48897,L,298.2,307.6,1369.0,54.5,82.0,9.400000000000034,7813.193289355376,4469.0,1.291413655779405,42.277005367732315,64.1,WATCH,0
1719,2026-01-02 04:39:00,M16578,M,298.2,307.7,1681.0,31.0,84.0,9.5,5457.0511590405895,2604.0,0.22276116607609192,22.539717202528117,80.8,NORMAL,0
1720,2026-01-02 04:40:00,L48899,L,298.2,307.7,1503.0,38.3,87.0,9.5,6028.182231487702,3332.1,0.27825477060026527,14.58821924371132,87.6,NORMAL,0
1721,2026-01-02 04:41:00,L48900,L,298.2,307.7,1459.0,44.5,89.0,9.5,6798.98246102147,3960.5,0.4146005100152068,14.776896263687354,87.4,NORMAL,0
1722,2026-01-02 04:42:00,L48901,L,298.2,307.7,1688.0,32.4,91.0,9.5,5727.249071200336,2948.4,0.46952620372703624,16.652614323905844,85.8,NORMAL,0
1723,2026-01-02 04:43:00,M16582,M,298.2,307.7,1952.0,21.6,93.0,9.5,4415.319979061239,2008.8000000000002,0.9139675431257707,60.5905433330602,48.5,WARNING,0
1724,2026-01-02 04:44:00,L48903,L,298.2,307.8,2029.0,19.9,96.0,9.600000000000023,4228.280024442014,1910.3999999999999,0.28520924008524023,56.421716769312745,52.0,WATCH,0
1725,2026-01-02 04:45:00,M16584,M,298.3,307.8,1457.0,52.5,98.0,9.5,8010.275868490575,5145.0,1.5803591147305458,23.16171356143545,80.3,NORMAL,0
1726,2026-01-02 04:46:00,M16585,M,298.3,307.8,1392.0,50.4,101.0,9.5,7346.802915978947,5090.4,4.113097833833679,19.204002084942847,83.7,NORMAL,0
1727,2026-01-02 04:47:00,L48906,L,298.3,307.8,1906.0,22.1,104.0,9.5,4411.068357003382,2298.4,1.0726841352316627,51.827356426990015,55.9,WATCH,0
1728,2026-01-02 04:48:00,M16587,M,298.3,307.7,1602.0,33.4,106.0,9.399999999999977,5603.218993236612,3540.3999999999996,0.28339323306891445,30.523738032203894,74.1,WATCH,0
1729,2026-01-02 04:49:00,L48908,L,298.3,307.7,1465.0,49.4,109.0,9.399999999999977,7578.673397764897,5384.599999999999,0.17287022103232746,44.89593578213307,61.8,WATCH,0
1730,2026-01-02 04:50:00,M16589,M,298.3,307.7,1439.0,43.8,111.0,9.399999999999977,6600.297669632939,4861.799999999999,0.9005637447967771,26.28308706657101,77.7,NORMAL,0
1731,2026-01-02 04:51:00,M16590,M,298.3,307.8,1330.0,55.4,114.0,9.5,7715.960996726771,6315.599999999999,0.5578771291316372,39.47962766000177,66.4,WATCH,0
1732,2026-01-02 04:52:00,M16591,M,298.3,307.9,1485.0,42.0,117.0,9.599999999999966,6531.37112681318,4914.0,0.3655804035113983,21.987816516064935,81.3,NORMAL,0
1733,2026-01-02 04:53:00,H31146,H,298.4,307.9,1700.0,28.2,120.0,9.5,5020.265060436489,3384.0,0.776824722412542,40.49477185641398,65.6,WATCH,0
1734,2026-01-02 04:54:00,L48913,L,298.4,308.0,1515.0,42.8,125.0,9.600000000000023,6790.238361468979,5350.0,1.7464468413596328,26.296567862761368,77.6,NORMAL,0
1735,2026-01-02 04:55:00,M16594,M,298.5,308.1,1501.0,39.2,127.0,9.600000000000023,6161.626615436687,4978.400000000001,2.277227008341408,27.518518790060696,76.6,NORMAL,0
1736,2026-01-02 04:56:00,L48915,L,298.4,308.0,1380.0,47.6,130.0,9.600000000000023,6878.8312743002125,6188.0,2.962750119200849,29.488687319551104,74.9,WATCH,0
1737,2026-01-02 04:57:00,L48916,L,298.4,307.9,1544.0,35.9,132.0,9.5,5804.5741383806935,4738.8,1.1092411359065872,17.46201423464098,85.2,NORMAL,0
1738,2026-01-02 04:58:00,L48917,L,298.4,307.9,1743.0,27.3,134.0,9.5,4982.974355638378,3658.2000000000003,0.8323355792412406,21.416014505681204,81.8,NORMAL,0
1739,2026-01-02 04:59:00,H31152,H,298.4,307.9,1948.0,21.4,136.0,9.5,4365.47337562428,2910.3999999999996,0.6820029078928592,41.57723667963075,64.7,WATCH,0
1740,2026-01-02 05:00:00,H31153,H,298.5,307.9,1260.0,54.2,141.0,9.399999999999977,7151.521516631806,7642.200000000001,0.07801659866205868,33.27589747537258,71.7,WATCH,0
1741,2026-01-02 05:01:00,M16600,M,298.5,307.9,1640.0,33.1,146.0,9.399999999999977,5684.607186915611,4832.6,0.6288163934290923,12.690226527681814,89.2,NORMAL,0
1742,2026-01-02 05:02:00,M16601,M,298.5,308.0,1363.0,49.2,149.0,9.5,7022.464890422337,7330.8,0.24361480822129855,17.99739157151331,84.7,NORMAL,0
1743,2026-01-02 05:03:00,L48922,L,298.5,308.0,1379.0,49.6,152.0,9.5,7162.663698576537,7539.2,0.1830489391270514,21.588163109952067,81.7,NORMAL,0
1744,2026-01-02 05:04:00,M16603,M,298.5,308.0,1713.0,25.8,154.0,9.5,4628.131465415412,3973.2000000000003,1.258170687302098,24.456131728889293,79.2,NORMAL,0
1745,2026-01-02 05:05:00,M16604,M,298.5,308.0,1461.0,51.9,157.0,9.5,7940.469679727809,8148.3,1.5341730964037685,24.503956697917946,79.2,NORMAL,0
1746,2026-01-02 05:06:00,L48925,L,298.5,308.0,1624.0,29.8,160.0,9.5,5067.9334929669585,4768.0,3.4509468123490628,18.63767217113732,84.2,NORMAL,0
1747,2026-01-02 05:07:00,L48926,L,298.4,308.0,1526.0,41.1,162.0,9.600000000000023,6567.876433447895,6658.2,0.5748270615992905,11.476927708918904,90.2,NORMAL,0
1748,2026-01-02 05:08:00,L48927,L,298.4,307.9,2381.0,14.2,164.0,9.5,3540.595864546721,2328.7999999999997,2.759711330574891,99.99999465438661,15.0,CRITICAL,0
1749,2026-01-02 05:09:00,H31162,H,298.4,307.7,1626.0,31.1,166.0,9.300000000000011,5295.531408744027,5162.6,0.5099842522708954,51.24767588511288,56.4,WATCH,0
1750,2026-01-02 05:10:00,L48929,L,298.3,307.7,1576.0,33.8,171.0,9.399999999999977,5578.295691518132,5779.799999999999,0.21188403958525703,46.07950756203022,60.8,WATCH,0
1751,2026-01-02 05:11:00,M16610,M,298.4,307.8,1617.0,31.6,173.0,9.400000000000034,5350.88627130028,5466.8,0.707519628620064,44.763065248741306,62.0,WATCH,0
1752,2026-01-02 05:12:00,L48931,L,298.3,307.6,1942.0,20.6,176.0,9.300000000000011,4189.334747513014,3625.6000000000004,0.4564682700013042,98.85004186900723,16.0,CRITICAL,0
1753,2026-01-02 05:13:00,L48932,L,298.2,307.6,1492.0,37.2,178.0,9.400000000000034,5812.197736553405,6621.6,0.4996239103663713,64.8661667134,44.9,WARNING,0
1754,2026-01-02 05:14:00,L48933,L,298.2,307.5,1470.0,51.3,180.0,9.300000000000011,7897.021453328662,9234.0,0.808621679915285,71.71810517962498,39.0,WARNING,0
1755,2026-01-02 05:15:00,M16614,M,298.0,307.4,1463.0,46.5,182.0,9.399999999999977,7124.032580912895,8463.0,0.6922483177608736,66.89787569392517,43.1,WARNING,0
1756,2026-01-02 05:16:00,L48935,L,298.0,307.3,1424.0,46.5,185.0,9.300000000000011,6934.1233050033925,8602.5,1.5867876359862654,88.82629238049724,24.5,CRITICAL,0
1757,2026-01-02 05:17:00,M16616,M,298.1,307.4,1363.0,60.1,187.0,9.299999999999955,8578.254876308585,11238.7,45.011852744637736,99.99999465438661,15.0,CRITICAL,0
1758,2026-01-02 05:18:00,M16617,M,298.1,307.4,1335.0,56.2,190.0,9.299999999999955,7856.809067362715,10678.0,0.34650306766402456,99.99999465438661,15.0,CRITICAL,0
1759,2026-01-02 05:19:00,L48938,L,298.1,307.4,1608.0,33.9,193.0,9.299999999999955,5708.3995152787975,6542.7,0.9577653202460935,71.69713405261228,39.1,WARNING,0
1760,2026-01-02 05:20:00,H31173,H,298.0,307.4,1606.0,35.2,195.0,9.399999999999977,5919.933420620511,6864.000000000001,3.4829964299358958,64.2301512425251,45.4,WARNING,0
1761,2026-01-02 05:21:00,L48940,L,298.1,307.5,1684.0,33.1,200.0,9.399999999999977,5837.121038271884,6620.0,2.535195671079821,65.13205898748787,44.6,WARNING,0
1762,2026-01-02 05:22:00,L48941,L,298.1,307.6,1950.0,20.3,202.0,9.5,4145.331506411732,4100.6,9.803505722802857,99.99999465438661,15.0,CRITICAL,0
1763,2026-01-02 05:23:00,H31176,H,298.2,307.6,1460.0,48.6,204.0,9.400000000000034,7430.494944270579,9914.4,14.916163573003855,51.06375565688731,56.6,WATCH,0
1764,2026-01-02 05:24:00,L48943,L,298.2,307.6,1511.0,31.0,209.0,9.400000000000034,4905.178049559983,6479.0,85.51877289976463,39.251059470357674,14.5,CRITICAL,1
1765,2026-01-02 05:25:00,H31178,H,298.2,307.6,1318.0,55.7,0.0,9.400000000000034,7687.749494697535,0.0,0.271058689489445,64.43763159934024,45.2,WARNING,0
1766,2026-01-02 05:26:00,L48945,L,298.2,307.6,1368.0,51.8,5.0,9.400000000000034,7420.693175191377,259.0,0.18161973893444508,43.116321089395534,63.4,WATCH,0
1767,2026-01-02 05:27:00,M16626,M,298.3,307.7,1717.0,27.1,7.0,9.399999999999977,4872.683509546353,189.70000000000002,0.3504556054103639,42.6227390163003,63.8,WATCH,0
1768,2026-01-02 05:28:00,M16627,M,298.3,307.7,1520.0,41.4,10.0,9.399999999999977,6589.80475016995,414.0,0.1945429685521496,29.030406860179397,75.3,NORMAL,0
1769,2026-01-02 05:29:00,M16628,M,298.3,307.8,1485.0,42.0,13.0,9.5,6531.37112681318,546.0,0.24250196767190052,31.596446971145433,73.1,WATCH,0
1770,2026-01-02 05:30:00,L48949,L,298.4,307.9,1981.0,23.2,16.0,9.5,4812.836169495467,371.2,0.8071573447253699,87.90338193003255,25.3,WARNING,0
1771,2026-01-02 05:31:00,H31184,H,298.4,307.9,1605.0,31.0,18.0,9.5,5210.331415978671,558.0,0.573651123616776,58.31730176974936,50.4,WATCH,0
1772,2026-01-02 05:32:00,L48951,L,298.4,307.9,1446.0,45.3,23.0,9.5,6859.541895407169,1041.8999999999999,0.780256605057397,38.271158343260936,67.5,WATCH,0
1773,2026-01-02 05:33:00,L48952,L,298.4,308.0,1508.0,47.9,25.0,9.600000000000023,7564.243015509407,1197.5,1.4582003705786724,47.839478807189224,59.3,WATCH,0
1774,2026-01-02 05:34:00,L48953,L,298.5,308.0,1384.0,59.5,27.0,9.5,8623.462394593742,1606.5,3.0566695939514372,60.1199328545002,48.9,WARNING,0
1775,2026-01-02 05:35:00,M16634,M,298.5,308.0,1519.0,37.3,29.0,9.5,5933.285189398267,1081.6999999999998,0.8726094118515344,33.14145800397293,71.8,WATCH,0
1776,2026-01-02 05:36:00,L48955,L,298.5,308.0,1404.0,48.1,32.0,9.5,7071.976390642912,1539.2,1.8962264001389395,35.07579940573707,70.2,WATCH,0
1777,2026-01-02 05:37:00,L48956,L,298.5,308.1,1564.0,31.1,34.0,9.600000000000023,5093.6107769223,1057.4,0.4469001058626115,34.976028384341454,70.3,WATCH,0
1778,2026-01-02 05:38:00,H31191,H,298.6,308.2,1555.0,36.8,36.0,9.599999999999966,5992.48326696741,1324.8,0.6276905617648791,24.80311531836659,78.9,NORMAL,0
1779,2026-01-02 05:39:00,L48958,L,298.6,308.2,1325.0,54.0,41.0,9.599999999999966,7492.698478811657,2214.0,0.03453892061143725,37.99869134336485,67.7,WATCH,0
1780,2026-01-02 05:40:00,M16639,M,298.6,308.2,1488.0,44.0,43.0,9.599999999999966,6856.211807194364,1892.0,0.33660607514377877,17.9875930011249,84.7,NORMAL,0
1781,2026-01-02 05:41:00,L48960,L,298.5,308.2,1595.0,32.3,46.0,9.699999999999989,5395.004704132192,1485.8,0.2897577450612851,28.547662265544826,75.7,NORMAL,0
1782,2026-01-02 05:42:00,L48961,L,298.5,308.1,1662.0,28.6,48.0,9.600000000000023,4977.665064053812,1372.8000000000002,0.617015009290145,18.865243013245973,84.0,NORMAL,0
1783,2026-01-02 05:43:00,L48962,L,298.4,308.0,1571.0,37.4,50.0,9.600000000000023,6152.8510999576565,1870.0,0.31652153343830886,8.91264256611293,92.4,NORMAL,0
1784,2026-01-02 05:44:00,H31197,H,298.3,308.0,1553.0,41.0,52.0,9.699999999999989,6667.8209677340965,2132.0,0.17918850443682188,9.276438485802045,92.1,NORMAL,0
1785,2026-01-02 05:45:00,L48964,L,298.3,308.0,2886.0,3.8,57.0,9.699999999999989,1148.4406104462848,216.6,99.21370429259572,99.99999465438661,0.8,CRITICAL,1
1786,2026-01-02 05:46:00,L48965,L,298.2,308.0,1538.0,38.2,59.0,9.800000000000011,6152.453164888204,2253.8,0.41731787408040716,35.31016197345048,70.0,WATCH,0
1787,2026-01-02 05:47:00,L48966,L,298.4,308.2,1618.0,33.0,61.0,9.800000000000011,5591.406604859114,2013.0,0.48988162898909865,41.11722032345901,65.1,WATCH,0
1788,2026-01-02 05:48:00,L48967,L,298.4,308.2,1364.0,45.9,63.0,9.800000000000011,6556.25254062961,2891.7,0.16455929197152624,41.473705557927,64.7,WATCH,0
1789,2026-01-02 05:49:00,L48968,L,298.3,308.0,1442.0,47.3,65.0,9.699999999999989,7142.578449544586,3074.5,3.302802546029281,35.88029263124232,69.5,WATCH,0
1790,2026-01-02 05:50:00,L48969,L,298.2,307.9,1313.0,67.3,67.0,9.699999999999989,9253.550689173224,4509.099999999999,99.61956500234804,88.97669980172016,0.4,CRITICAL,1
1791,2026-01-02 05:51:00,L48970,L,298.2,307.9,1847.0,23.6,69.0,9.699999999999989,4564.650349861874,1628.4,0.6901523668046778,66.14145162728498,43.8,WARNING,0
1792,2026-01-02 05:52:00,L48971,L,298.1,307.8,1524.0,40.8,71.0,9.699999999999989,6511.390597536348,2896.7999999999997,0.16603915727771804,53.97397235006372,54.1,WATCH,0
1793,2026-01-02 05:53:00,M16652,M,298.1,307.7,1445.0,48.0,73.0,9.599999999999966,7263.362215099602,3504.0,0.657371243858675,66.82834050088587,43.2,WARNING,0
1794,2026-01-02 05:54:00,L48973,L,298.1,307.8,1761.0,28.2,76.0,9.699999999999989,5200.403983193328,2143.2,0.5056303014986284,72.0068236733561,38.8,WARNING,0
1795,2026-01-02 05:55:00,M16654,M,298.1,307.8,1514.0,43.5,78.0,9.699999999999989,6896.738352425672,3393.0,0.2890653091955265,65.91115077022596,44.0,WARNING,0
1796,2026-01-02 05:56:00,M16655,M,298.1,307.7,1498.0,38.3,81.0,9.599999999999966,6008.128398382288,3102.2999999999997,0.21288373312155287,58.5264058774399,50.3,WATCH,0
1797,2026-01-02 05:57:00,H31210,H,298.1,307.6,1542.0,37.1,84.0,9.5,5990.82869483652,3116.4,0.5353718664337657,56.82939131316487,51.7,WATCH,0
1798,2026-01-02 05:58:00,M16657,M,298.0,307.6,1508.0,41.8,89.0,9.600000000000023,6600.946932114681,3720.2,0.3164222767732307,56.46588112370156,52.0,WATCH,0
1799,2026-01-02 05:59:00,M16658,M,298.0,307.5,1431.0,52.9,92.0,9.5,7927.274990582733,4866.8,0.8995441491294683,97.61633670637946,17.0,CRITICAL,0
1800,2026-01-02 06:00:00,M16659,M,298.0,307.5,1427.0,45.1,95.0,9.5,6739.522584064528,4284.5,1.3501669647139385,48.93023655887142,58.4,WATCH,0
1801,2026-01-02 06:01:00,M16660,M,298.0,307.5,1524.0,36.3,98.0,9.5,5793.222516925722,3557.3999999999996,0.22449356769545376,38.5527633196752,67.2,WATCH,0
1802,2026-01-02 06:02:00,M16661,M,298.0,307.5,1427.0,43.6,101.0,9.5,6515.369948230897,4403.6,0.7905510325233166,30.879561147524733,73.8,WATCH,0
1803,2026-01-02 06:03:00,H31216,H,298.1,307.6,1496.0,44.1,104.0,9.5,6908.739236362387,4586.400000000001,0.5606480569343089,16.997439588539276,85.6,NORMAL,0
1804,2026-01-02 06:04:00,L48983,L,298.1,307.7,1388.0,40.3,109.0,9.599999999999966,5857.6461102753365,4392.7,1.536181265906333,17.40966712880795,85.2,NORMAL,0
1805,2026-01-02 06:05:00,L48984,L,298.1,307.7,1495.0,48.1,111.0,9.599999999999966,7530.345230777174,5339.1,0.8323520328294278,20.79956563504453,82.3,NORMAL,0
1806,2026-01-02 06:06:00,H31219,H,298.1,307.7,1376.0,56.2,113.0,9.599999999999966,8098.104327109433,6350.6,9.629692121170184,50.09171997118587,57.4,WATCH,0
1807,2026-01-02 06:07:00,H31220,H,298.0,307.6,1593.0,32.2,118.0,9.600000000000023,5371.557950960901,3799.6000000000004,1.2823552251443058,15.45891910127345,86.9,NORMAL,0
1808,2026-01-02 06:08:00,L48987,L,298.0,307.6,1654.0,28.9,123.0,9.600000000000023,5005.667126572808,3554.7,5.218624776932512,19.456656377841885,83.5,NORMAL,0
1809,2026-01-02 06:09:00,L48988,L,298.1,307.7,2567.0,12.8,125.0,9.599999999999966,3440.8398258197326,1600.0,99.11990635870502,85.18002243784142,0.9,CRITICAL,1
1810,2026-01-02 06:10:00,L48989,L,298.1,307.7,1767.0,27.0,127.0,9.599999999999966,4996.074797003848,3429.0,1.1274531788722777,43.736282926804535,62.8,WATCH,0
1811,2026-01-02 06:11:00,L48990,L,298.1,307.6,1364.0,53.8,129.0,9.5,7684.670733897015,6940.2,0.343709577880045,34.560772445077106,70.6,WATCH,0
1812,2026-01-02 06:12:00,M16671,M,298.1,307.8,1569.0,31.2,131.0,9.699999999999989,5126.325228421681,4087.2,1.701637322931776,37.394680558482236,68.2,WATCH,0
1813,2026-01-02 06:13:00,L48992,L,298.2,307.8,1476.0,36.8,134.0,9.600000000000023,5688.041994883535,4931.2,0.8692380029615698,31.386307377152505,73.3,WATCH,0
1814,2026-01-02 06:14:00,L48993,L,298.1,307.7,1479.0,45.0,136.0,9.599999999999966,6969.623301988957,6120.0,0.4765019853459224,40.76781555989528,65.3,WATCH,0
1815,2026-01-02 06:15:00,L48994,L,298.1,307.7,1650.0,34.1,138.0,9.599999999999966,5892.057021807657,4705.8,0.8809621648806297,32.81383273888921,72.1,WATCH,0
1816,2026-01-02 06:16:00,M16675,M,298.1,307.6,1565.0,36.3,140.0,9.5,5949.07692847031,5082.0,1.1269991753497253,36.69332584693334,68.8,WATCH,0
1817,2026-01-02 06:17:00,L48996,L,298.1,307.6,1460.0,46.5,143.0,9.5,7109.424175073702,6649.5,0.22239759038579612,42.24719192341109,64.1,WATCH,0
1818,2026-01-02 06:18:00,L48997,L,298.1,307.7,1664.0,27.6,145.0,9.599999999999966,4809.4013615275435,4002.0,1.5024728633327589,41.98120019728037,64.3,WATCH,0
1819,2026-01-02 06:19:00,M16678,M,298.1,307.7,1435.0,40.9,147.0,9.599999999999966,6146.159507605512,6012.3,1.676298115321806,36.21018103574843,69.2,WATCH,0
1820,2026-01-02 06:20:00,M16679,M,298.1,307.6,2066.0,19.2,150.0,9.5,4153.9394702825675,2880.0,0.8795353487913113,92.26594871020211,21.6,CRITICAL,0
1821,2026-01-02 06:21:00,L49000,L,298.1,307.5,1493.0,43.7,153.0,9.399999999999977,6832.346175002595,6686.1,0.4889107303821103,57.87772466662125,50.8,WATCH,0
1822,2026-01-02 06:22:00,L49001,L,298.1,307.6,1354.0,43.3,155.0,9.5,6139.530747106437,6711.5,0.16978960003805985,52.57121232969627,55.3,WATCH,0
1823,2026-01-02 06:23:00,L49002,L,298.1,307.6,1488.0,39.4,157.0,9.5,6139.426027351317,6185.8,0.5965808455685592,44.11871666572729,62.5,WATCH,0
1824,2026-01-02 06:24:00,L49003,L,298.1,307.7,1414.0,48.7,159.0,9.599999999999966,7211.190833098987,7743.3,1.8267130929036937,17.445296468600493,85.2,NORMAL,0
1825,2026-01-02 06:25:00,L49004,L,298.1,307.5,1391.0,57.4,161.0,9.399999999999977,8361.181295921044,9241.4,2.3219074579740764,51.30847060539458,56.4,WATCH,0
1826,2026-01-02 06:26:00,M16685,M,298.0,307.5,1784.0,27.8,163.0,9.5,5193.597199110551,4531.400000000001,0.7070599825976562,28.58047527174484,75.7,NORMAL,0
1827,2026-01-02 06:27:00,H31240,H,297.8,307.3,1516.0,40.1,166.0,9.5,6366.081465332309,6656.6,0.3959031138360055,25.36452913940646,78.4,NORMAL,0
1828,2026-01-02 06:28:00,M16687,M,297.9,307.3,1420.0,47.8,171.0,9.400000000000034,7107.958098502026,8173.799999999999,1.4603609089866227,34.76018338668027,70.5,WATCH,0
