product_id,product_type,timestamp,health_score,failure_probability_pct,anomaly_score_pct,risk_tier,air_temp_k,process_temp_k,rotational_speed_rpm,torque_nm,tool_wear_min
L47429,L,2026-01-01 04:10:00,1.8,98.22475963062534,51.87714349291599,CRITICAL,298.0,308.3,1405.0,56.2,218.0
L47430,L,2026-01-01 04:11:00,67.3,0.20665254054320037,38.450830664462714,WATCH,298.0,308.3,1662.0,32.7,0.0
L47432,L,2026-01-01 04:13:00,81.7,0.269327395617443,21.537658234761174,NORMAL,298.0,308.2,1620.0,35.8,5.0
L47433,L,2026-01-01 04:14:00,74.3,0.09482338778931979,30.20381698033649,WATCH,298.0,308.2,1357.0,48.2,7.0
L47434,L,2026-01-01 04:15:00,78.7,0.08171295448117205,25.014702715306363,NORMAL,298.0,308.2,1514.0,37.9,9.0
L47435,L,2026-01-01 04:16:00,84.2,0.12108077384715607,18.538232051081955,NORMAL,298.0,308.2,1489.0,40.4,11.0
L47436,L,2026-01-01 04:17:00,41.3,1.2756602590093573,69.02164149001726,WARNING,298.1,308.3,1331.0,63.0,13.0
L47437,L,2026-01-01 04:18:00,68.7,0.2934973577963981,36.77024783255709,WATCH,298.0,308.0,1615.0,29.5,15.0
L47438,L,2026-01-01 04:19:00,82.9,0.2760291413108243,20.06113864137185,NORMAL,298.1,308.2,1482.0,37.9,17.0
L47441,L,2026-01-01 04:22:00,60.2,0.09582952464344464,46.85158068960108,WATCH,298.1,308.2,1654.0,32.1,25.0
L47444,L,2026-01-01 04:25:00,86.6,1.1841802810103088,15.781919897815266,NORMAL,298.1,308.2,1390.0,47.5,33.0
L47445,L,2026-01-01 04:26:00,84.8,0.24866105430156588,17.906460041533002,NORMAL,298.0,308.1,1454.0,37.1,35.0
L47447,L,2026-01-01 04:28:00,56.9,0.35109283180487355,50.6914722106722,WATCH,297.9,308.0,1954.0,21.1,42.0
L47449,L,2026-01-01 04:30:00,84.7,0.3109199128749508,17.97410923807216,NORMAL,298.0,308.0,1524.0,37.0,49.0
L47452,L,2026-01-01 04:33:00,91.5,0.2539735277431344,9.945758943559547,NORMAL,298.1,308.1,1484.0,40.4,59.0
L47453,L,2026-01-01 04:34:00,92.6,2.016744709318953,8.729418817157761,NORMAL,298.1,308.0,1426.0,46.0,61.0
L47454,L,2026-01-01 04:35:00,81.7,0.4822026608078843,21.48989012891914,NORMAL,298.1,308.0,1652.0,28.5,63.0
L47455,L,2026-01-01 04:36:00,79.9,1.6377604144938422,23.615382451197366,NORMAL,298.0,308.0,1401.0,54.7,65.0
L47459,L,2026-01-01 04:40:00,62.9,0.5163755060089067,43.59102033420651,WATCH,298.0,308.1,1819.0,23.4,78.0
L47461,L,2026-01-01 04:42:00,75.8,0.2262570641033739,28.41216625304791,NORMAL,298.1,308.0,1626.0,36.5,83.0
L47463,L,2026-01-01 04:44:00,92.2,0.5689402435407195,9.15659759417298,NORMAL,298.2,308.2,1469.0,43.0,88.0
L47464,L,2026-01-01 04:45:00,60.5,0.4170501720032787,46.468246883417116,WATCH,298.2,308.3,2051.0,19.2,90.0
L47465,L,2026-01-01 04:46:00,91.3,0.6929938885178254,10.200298633478035,NORMAL,298.2,308.3,1568.0,36.0,92.0
L47466,L,2026-01-01 04:47:00,76.5,1.6648676532281532,27.644577132537922,NORMAL,298.2,308.3,1589.0,33.2,94.0
L47467,L,2026-01-01 04:48:00,63.0,0.23182499219912062,43.54103969043633,WATCH,298.2,308.3,1805.0,31.6,96.0
L47469,L,2026-01-01 04:50:00,74.6,3.2539612667397853,29.922146100942044,WATCH,298.1,308.4,1436.0,46.7,103.0
L47470,L,2026-01-01 04:51:00,81.7,7.4237971107792,21.53874082208921,NORMAL,298.1,308.4,1438.0,45.6,105.0
L47471,L,2026-01-01 04:52:00,93.4,0.8800701440736957,7.71772665849549,NORMAL,298.0,308.3,1473.0,42.6,107.0
L47472,L,2026-01-01 04:53:00,82.6,0.07817376148542342,20.52575298906549,NORMAL,298.1,308.4,1335.0,40.2,109.0
L47476,L,2026-01-01 04:57:00,88.8,5.044834399198699,13.201466293618042,NORMAL,298.0,308.5,1395.0,46.2,122.0
L47477,L,2026-01-01 04:58:00,80.6,0.45073685414960235,22.8394178648752,NORMAL,298.0,308.5,1713.0,25.3,124.0
L47480,L,2026-01-01 05:01:00,91.5,0.36580330794338606,9.974896507971428,NORMAL,297.8,308.4,1622.0,38.3,134.0
L47481,L,2026-01-01 05:02:00,79.5,0.34901206744973756,24.1466118649874,NORMAL,297.7,308.4,1740.0,27.1,136.0
L47484,L,2026-01-01 05:05:00,79.4,1.1863953479254754,24.21691279757704,NORMAL,297.8,308.4,1737.0,27.5,146.0
L47485,L,2026-01-01 05:06:00,46.9,0.18625979150224065,62.47655644863749,WARNING,297.8,308.4,2129.0,19.2,148.0
L47486,L,2026-01-01 05:07:00,68.1,0.19765265437342508,37.5757490865139,WATCH,297.8,308.4,1374.0,47.1,150.0
L47488,L,2026-01-01 05:09:00,66.8,0.054229376510941396,39.027312946391,WATCH,297.9,308.5,1305.0,47.2,155.0
L47492,L,2026-01-01 05:13:00,79.6,0.9671711335143357,24.048251887487133,NORMAL,297.9,308.6,1468.0,36.0,168.0
L47493,L,2026-01-01 05:14:00,80.3,0.09036958304133039,23.160544841842952,NORMAL,298.0,308.6,1313.0,50.8,170.0
L47495,L,2026-01-01 05:16:00,88.7,0.69309952333364,13.254506963465579,NORMAL,297.9,308.4,1646.0,40.6,175.0
L47496,L,2026-01-01 05:17:00,82.0,0.4411760057889069,21.118582303090104,NORMAL,297.8,308.4,1714.0,33.2,177.0
L47497,L,2026-01-01 05:18:00,82.3,1.2414810435464256,20.812256272524348,NORMAL,297.8,308.4,1685.0,28.4,179.0
L47498,L,2026-01-01 05:19:00,90.2,1.421906318952403,11.584238662583505,NORMAL,297.8,308.4,1512.0,39.9,181.0
L47499,L,2026-01-01 05:20:00,83.6,0.6076970031636123,19.291355707426835,NORMAL,297.8,308.4,1612.0,32.1,183.0
L47501,L,2026-01-01 05:22:00,91.7,1.179474376086331,9.723191650942711,NORMAL,297.8,308.4,1518.0,32.5,190.0
L47502,L,2026-01-01 05:23:00,86.1,1.83545911349122,16.396469493767434,NORMAL,297.8,308.5,1448.0,40.0,192.0
L47503,L,2026-01-01 05:24:00,73.8,0.6015486229690069,30.76693187320916,WATCH,297.8,308.5,1561.0,46.3,194.0
L47505,L,2026-01-01 05:26:00,79.7,1.8031625406080085,23.929281227779107,NORMAL,297.8,308.5,1699.0,27.8,199.0
L47506,L,2026-01-01 05:27:00,84.2,0.7548371451086303,18.607110539154252,NORMAL,297.7,308.5,1501.0,41.4,201.0
L47507,L,2026-01-01 05:28:00,0.7,99.25838749950758,43.29922798494018,CRITICAL,297.7,308.5,1373.0,56.7,203.0
L47513,L,2026-01-01 05:34:00,74.5,0.26378392026896447,30.03402667715677,WATCH,297.5,308.2,1647.0,31.3,3.0
L47515,L,2026-01-01 05:36:00,64.2,0.16583721360296466,42.1348674863594,WATCH,297.4,308.1,1749.0,25.9,8.0
L47517,L,2026-01-01 05:38:00,62.8,0.38538926769975,43.772245322117605,WATCH,297.6,308.3,1742.0,27.7,13.0
L47518,L,2026-01-01 05:39:00,71.3,0.3553165490666855,33.80132066789782,WATCH,297.5,308.2,1563.0,38.2,15.0
L47520,L,2026-01-01 05:41:00,70.8,0.2188691884083258,34.38737077812227,WATCH,297.4,308.1,1474.0,39.4,20.0
L47522,L,2026-01-01 05:43:00,71.9,0.11666084408349715,33.04171745208169,WATCH,297.4,308.2,1471.0,46.5,25.0
L47523,L,2026-01-01 05:44:00,75.4,1.958430194652229,28.900571257032848,NORMAL,297.5,308.3,1388.0,48.6,27.0
L47525,L,2026-01-01 05:46:00,52.0,0.39172643184942174,56.42012795303222,WATCH,297.5,308.3,1585.0,32.9,32.0
L47527,L,2026-01-01 05:48:00,58.2,0.223069393162822,49.14946988834686,WATCH,297.5,308.3,1544.0,40.8,37.0
L47528,L,2026-01-01 05:49:00,52.7,0.2114898997754319,55.69012467327348,WATCH,297.6,308.3,1617.0,31.7,39.0
L47529,L,2026-01-01 05:50:00,51.6,0.07419868844483964,56.926481838645984,WATCH,297.6,308.3,1595.0,34.3,41.0
L47534,L,2026-01-01 05:55:00,80.3,0.3009969631718632,23.15310582798095,NORMAL,297.6,308.3,1658.0,34.3,59.0
L47535,L,2026-01-01 05:56:00,76.1,0.2724481595397829,28.128554287620954,NORMAL,297.6,308.3,1623.0,36.9,61.0
L47537,L,2026-01-01 05:58:00,74.3,0.20830840543907084,30.226025482702624,WATCH,297.6,308.4,1517.0,34.2,66.0
L47541,L,2026-01-01 06:02:00,74.0,0.5871179133191542,30.55517655019061,WATCH,297.5,308.3,1596.0,36.8,77.0
L47543,L,2026-01-01 06:04:00,73.3,7.5920203045009655,31.469494885513505,WATCH,297.6,308.3,1438.0,47.8,84.0
L47544,L,2026-01-01 06:05:00,68.4,3.541179840743072,37.2207622315249,WATCH,297.6,308.4,1407.0,55.2,86.0
L47545,L,2026-01-01 06:06:00,72.0,1.850597955142599,32.97591905512334,WATCH,297.6,308.4,1353.0,57.5,88.0
L47548,L,2026-01-01 06:09:00,91.2,1.402122340307467,10.340594923634367,NORMAL,297.5,308.4,1489.0,39.5,96.0
L47551,L,2026-01-01 06:12:00,85.8,0.96748199573194,16.747515103677372,NORMAL,297.5,308.4,1604.0,38.1,106.0
L47553,L,2026-01-01 06:14:00,89.4,0.7762965187417602,12.443267741589763,NORMAL,297.4,308.3,1412.0,42.0,111.0
L47554,L,2026-01-01 06:15:00,88.2,0.879007929490163,13.872765086424064,NORMAL,297.4,308.3,1431.0,43.0,113.0
L47555,L,2026-01-01 06:16:00,92.1,0.6174439822920511,9.341573034247759,NORMAL,297.4,308.2,1533.0,37.4,115.0
L47558,L,2026-01-01 06:19:00,81.1,0.18671037518948855,22.22530689108114,NORMAL,297.3,308.2,1754.0,29.4,123.0
L47559,L,2026-01-01 06:20:00,85.9,0.23093981009882683,16.632517953463232,NORMAL,297.3,308.2,1754.0,26.8,125.0
L47560,L,2026-01-01 06:21:00,0.9,99.05169709307073,90.46009262182797,CRITICAL,297.5,308.3,2564.0,12.8,127.0
L47561,L,2026-01-01 06:22:00,68.8,1.8357147287991993,36.729004042086814,WATCH,297.5,308.5,1546.0,40.4,129.0
L47562,L,2026-01-01 06:23:00,65.3,0.05550927751515962,40.78610701043196,WATCH,297.5,308.5,1335.0,48.0,131.0
L47564,L,2026-01-01 06:25:00,57.1,1.722028985372245,50.52136224897179,WATCH,297.5,308.5,1712.0,26.8,136.0
L47566,L,2026-01-01 06:27:00,57.6,0.0739289686378336,49.875595171197,WATCH,297.6,308.7,1319.0,50.9,141.0
L47567,L,2026-01-01 06:28:00,33.4,0.0951861970300488,78.343845924761,WARNING,297.7,308.7,1249.0,60.4,143.0
L47568,L,2026-01-01 06:29:00,55.6,0.6995921571154228,52.273820830348626,WATCH,297.6,308.7,1455.0,48.2,145.0
L47570,L,2026-01-01 06:31:00,56.4,0.7736209170765215,51.31588637913653,WATCH,297.6,308.7,1460.0,46.7,150.0
L47571,L,2026-01-01 06:32:00,63.8,1.389313956531248,42.644572291986414,WATCH,297.6,308.6,1491.0,38.1,152.0
L47574,L,2026-01-01 06:35:00,65.6,0.258389616232304,40.43739869392264,WATCH,297.5,308.4,1528.0,39.9,160.0
L47575,L,2026-01-01 06:36:00,67.4,0.20012091477049254,38.29652760692909,WATCH,297.4,308.3,1571.0,37.7,162.0
L47576,L,2026-01-01 06:37:00,73.0,0.2650762825526548,31.804646648156076,WATCH,297.4,308.3,1490.0,42.6,164.0
L47579,L,2026-01-01 06:40:00,52.5,0.802352020509717,55.91106302070782,WATCH,297.4,308.4,1392.0,49.7,174.0
L47580,L,2026-01-01 06:41:00,32.5,0.7577996246750129,79.45422198805132,WARNING,297.4,308.5,2100.0,16.9,176.0
L47581,L,2026-01-01 06:42:00,75.3,1.5839578465987831,29.115495079303,NORMAL,297.5,308.5,1722.0,30.4,178.0
L47582,L,2026-01-01 06:43:00,80.6,2.904554182235095,22.841153982210553,NORMAL,297.4,308.6,1678.0,32.3,180.0
L47583,L,2026-01-01 06:44:00,42.4,12.08590851201582,67.7970968336063,WARNING,297.3,308.6,1273.0,59.8,182.0
L47584,L,2026-01-01 06:45:00,79.9,0.04896755042934865,23.65708396672878,NORMAL,297.3,308.6,1297.0,45.9,184.0
L47585,L,2026-01-01 06:46:00,49.7,3.2069381442879066,59.11845599297055,WARNING,297.3,308.5,1350.0,57.6,186.0
L47586,L,2026-01-01 06:47:00,62.1,0.5797162412936553,44.548608604563455,WATCH,297.4,308.6,1439.0,51.9,188.0
L47589,L,2026-01-01 06:50:00,84.5,0.956961692673006,18.22064350746228,NORMAL,297.4,308.6,1459.0,41.3,196.0
L47591,L,2026-01-01 06:52:00,78.2,0.7111893977740285,25.63009416023761,NORMAL,297.5,308.7,1429.0,44.3,201.0
L47592,L,2026-01-01 06:53:00,68.3,8.652077071039965,37.25577944227939,WATCH,297.5,308.6,1388.0,48.2,203.0
L47593,L,2026-01-01 06:54:00,75.1,6.165625871642342,29.274418029154802,NORMAL,297.4,308.4,1573.0,34.5,205.0
L47594,L,2026-01-01 06:55:00,77.3,8.683439925254838,26.70585569897558,NORMAL,297.4,308.4,1588.0,32.5,207.0
L47595,L,2026-01-01 06:56:00,69.0,9.296908821945262,36.47034160412576,WATCH,297.5,308.4,1511.0,42.8,209.0
L47596,L,2026-01-01 06:57:00,64.6,15.30788524283721,41.66039108991571,WATCH,297.4,308.5,1495.0,37.8,211.0
L47597,L,2026-01-01 06:58:00,40.0,17.03941560286897,70.55207986245698,WARNING,297.4,308.4,1394.0,50.1,213.0
L47598,L,2026-01-01 06:59:00,43.5,0.16782974984169285,66.52674411407001,WARNING,297.4,308.4,2151.0,17.7,0.0
L47602,L,2026-01-01 07:03:00,73.1,0.30286850471002574,31.705433224620876,WATCH,297.3,308.3,1333.0,55.2,11.0
L47603,L,2026-01-01 07:04:00,76.1,0.07992225443638239,28.117270343206542,NORMAL,297.3,308.3,1484.0,43.9,13.0
L47604,L,2026-01-01 07:05:00,86.0,1.6381225556833843,16.4731518545429,NORMAL,297.3,308.4,1430.0,45.7,15.0
L47606,L,2026-01-01 07:07:00,79.2,0.4523928860007628,24.5087454646182,NORMAL,297.4,308.5,1501.0,44.9,20.0
L47609,L,2026-01-01 07:10:00,55.6,0.5416299437671995,52.20201179764336,WATCH,297.5,308.6,1208.0,62.3,28.0
L47610,L,2026-01-01 07:11:00,84.7,0.3394846191365697,17.951358367302696,NORMAL,297.5,308.6,1596.0,37.1,30.0
L47611,L,2026-01-01 07:12:00,93.1,0.4166371686099091,8.082335332689643,NORMAL,297.5,308.5,1446.0,41.9,32.0
L47615,L,2026-01-01 07:16:00,89.5,0.09940114385238999,12.346551892277429,NORMAL,297.4,308.3,1493.0,41.2,43.0
L47616,L,2026-01-01 07:17:00,94.5,0.14670721776696102,6.520139158360712,NORMAL,297.3,308.3,1504.0,36.3,45.0
L47617,L,2026-01-01 07:18:00,93.5,0.168815347391507,7.663642744059718,NORMAL,297.3,308.3,1538.0,38.5,47.0
L47618,L,2026-01-01 07:19:00,77.8,0.11511228876551212,26.109575688263376,NORMAL,297.4,308.4,1341.0,52.2,49.0
L47620,L,2026-01-01 07:21:00,85.5,0.5959250549939679,17.058665853158296,NORMAL,297.4,308.5,1389.0,39.2,54.0
L47622,L,2026-01-01 07:23:00,2.8,97.22164937671674,48.25939253522556,CRITICAL,297.4,308.5,1399.0,61.5,61.0
L47624,L,2026-01-01 07:25:00,95.8,0.26183886208475815,4.8931407530218385,NORMAL,297.4,308.4,1582.0,37.2,68.0
L47625,L,2026-01-01 07:26:00,88.9,0.2707613828188437,13.033872598031465,NORMAL,297.5,308.6,1793.0,26.7,70.0
L47626,L,2026-01-01 07:27:00,98.6,0.38159144935724604,1.6726257264997706,NORMAL,297.5,308.6,1452.0,39.0,72.0
L47628,L,2026-01-01 07:29:00,89.0,0.3403816054094112,12.954984049618295,NORMAL,297.5,308.6,1552.0,44.9,77.0
L47629,L,2026-01-01 07:30:00,79.2,0.6695733200564173,24.415503976120174,NORMAL,297.6,308.7,1622.0,37.9,79.0
L47633,L,2026-01-01 07:34:00,96.2,0.22247214365211282,4.454616407748985,NORMAL,297.4,308.7,1510.0,36.2,92.0
L47634,L,2026-01-01 07:35:00,93.5,0.604691915733826,7.673151413279748,NORMAL,297.4,308.7,1468.0,46.6,94.0
L47635,L,2026-01-01 07:36:00,72.9,0.6862626699285187,31.831049435758313,WATCH,297.4,308.7,1429.0,57.4,96.0
L47637,L,2026-01-01 07:38:00,76.2,0.1150188780608223,28.019599579971597,NORMAL,297.4,308.6,1276.0,53.6,103.0
L47638,L,2026-01-01 07:39:00,95.0,0.2817498175880135,5.9130864041564815,NORMAL,297.3,308.6,1486.0,42.6,105.0
L47639,L,2026-01-01 07:40:00,88.3,0.1959887656135075,13.73684011241082,NORMAL,297.4,308.6,1476.0,42.3,107.0
L47641,L,2026-01-01 07:42:00,69.5,2.8869688695245888,35.905033858734406,WATCH,297.4,308.7,1402.0,40.2,114.0
L47642,L,2026-01-01 07:43:00,69.4,2.214107112932063,35.986597331178466,WATCH,297.4,308.7,1433.0,43.4,116.0
L47643,L,2026-01-01 07:44:00,0.9,99.07133131989247,99.99999465438661,CRITICAL,297.4,308.7,2874.0,4.2,118.0
L47644,L,2026-01-01 07:45:00,72.3,0.5856412617499283,32.59710272016278,WATCH,297.3,308.6,1511.0,35.7,120.0
L47646,L,2026-01-01 07:47:00,70.1,0.2900696766005927,35.16484628923462,WATCH,297.2,308.5,1550.0,41.5,125.0
L47647,L,2026-01-01 07:48:00,19.4,1.2836967173940608,94.77954342308152,CRITICAL,297.2,308.5,2182.0,16.5,127.0
L47648,L,2026-01-01 07:49:00,49.3,0.23221739387587645,59.606820416494934,WARNING,297.3,308.7,1619.0,31.6,129.0
L47654,L,2026-01-01 07:55:00,32.2,0.29083530037831923,79.75412689780353,WARNING,297.4,309.1,1478.0,49.8,150.0
L47655,L,2026-01-01 07:56:00,38.5,1.0325647470352468,72.39978684933921,WARNING,297.4,309.1,1380.0,41.1,152.0
L47656,L,2026-01-01 07:57:00,42.2,0.6945014558242166,67.9844406215058,WARNING,297.4,309.0,1570.0,37.9,154.0
L47658,L,2026-01-01 07:59:00,54.2,0.32057679129335737,53.89317707348238,WATCH,297.4,309.0,1833.0,22.6,161.0
L47660,L,2026-01-01 08:01:00,76.0,0.38677877421724993,28.2708190519652,NORMAL,297.4,309.0,1583.0,32.0,166.0
L47662,L,2026-01-01 08:03:00,92.4,0.45251895935325903,8.98331839261033,NORMAL,297.3,309.0,1548.0,37.4,171.0
L47663,L,2026-01-01 08:04:00,59.5,0.4425994467760698,47.59298917147557,WATCH,297.4,309.0,1324.0,56.9,173.0
L47664,L,2026-01-01 08:05:00,83.8,0.2028041561795279,19.062697719303586,NORMAL,297.4,309.0,1568.0,33.7,175.0
L47668,L,2026-01-01 08:09:00,78.2,0.10711450945453185,25.69367655680443,NORMAL,297.4,309.2,1584.0,42.8,186.0
L47670,L,2026-01-01 08:11:00,86.9,0.7578609646636714,15.366082469029246,NORMAL,297.4,309.2,1459.0,37.9,191.0
L47671,L,2026-01-01 08:12:00,81.4,1.044337704097954,21.938727379941014,NORMAL,297.4,309.2,1420.0,45.6,193.0
L47672,L,2026-01-01 08:13:00,78.0,0.9143038910348251,25.874828684234718,NORMAL,297.5,309.3,1404.0,43.5,195.0
L47673,L,2026-01-01 08:14:00,79.3,0.7071785747026331,24.33874288858891,NORMAL,297.5,309.3,1470.0,38.8,197.0
L47674,L,2026-01-01 08:15:00,60.8,0.1347029002113471,46.16539462090882,WATCH,297.6,309.4,1326.0,49.8,199.0
L47677,L,2026-01-01 08:18:00,60.6,2.1053481974265402,46.30768707879952,WATCH,297.4,309.0,1505.0,39.2,209.0
L47678,L,2026-01-01 08:19:00,69.5,9.687148161999534,35.932427696929,WATCH,297.5,309.1,1611.0,30.2,211.0
L47679,L,2026-01-01 08:20:00,62.8,3.3454594297993427,43.71740360728335,WATCH,297.5,309.1,1515.0,35.1,213.0
L47682,L,2026-01-01 08:23:00,65.3,3.7335417301014764,40.86752211447428,WATCH,297.6,309.2,1390.0,43.3,221.0
L47685,L,2026-01-01 08:26:00,75.3,0.11969942489481586,29.103937909806334,NORMAL,297.6,309.3,1610.0,35.0,6.0
L47686,L,2026-01-01 08:27:00,75.9,0.09629903377070448,28.38892083083911,NORMAL,297.6,309.3,1543.0,34.3,8.0
L47688,L,2026-01-01 08:29:00,58.3,0.18456644101298164,49.04110823501878,WATCH,297.7,309.3,1893.0,24.6,15.0
L47690,L,2026-01-01 08:31:00,79.2,0.15904383723780477,24.42161824714587,NORMAL,297.5,309.3,1564.0,37.5,20.0
L47691,L,2026-01-01 08:32:00,83.2,0.12190259563057068,19.709020556436048,NORMAL,297.5,309.3,1479.0,39.4,22.0
L47692,L,2026-01-01 08:33:00,79.9,0.9934022697855815,23.605627288487213,NORMAL,297.5,309.2,1426.0,44.8,24.0
L47693,L,2026-01-01 08:34:00,75.0,0.45446236093894254,29.46459694391324,WATCH,297.4,309.2,1428.0,38.8,26.0
L47694,L,2026-01-01 08:35:00,72.1,0.07434075582538904,32.87946690003547,WATCH,297.4,309.2,1620.0,33.2,28.0
L47695,L,2026-01-01 08:36:00,67.3,0.14559410657604502,38.48341119777227,WATCH,297.5,309.2,1715.0,28.0,30.0
L47696,L,2026-01-01 08:37:00,65.9,0.21461938860650015,40.07627124252991,WATCH,297.5,309.3,1732.0,29.9,32.0
L47698,L,2026-01-01 08:39:00,42.4,0.67597651285883,67.78259481715624,WARNING,297.6,309.5,1924.0,20.6,37.0
L47700,L,2026-01-01 08:41:00,63.1,0.3737243428779892,43.38321794546066,WATCH,297.6,309.5,1617.0,36.2,42.0
L47701,L,2026-01-01 08:42:00,72.6,0.1708554713877675,32.25266841342617,WATCH,297.5,309.4,1497.0,35.8,44.0
L47703,L,2026-01-01 08:44:00,71.1,0.5576809734177934,33.97732910407832,WATCH,297.4,309.4,1401.0,45.9,49.0
L47704,L,2026-01-01 08:45:00,75.9,0.056665782690813474,28.316382643038967,NORMAL,297.4,309.4,1620.0,35.4,51.0
L47705,L,2026-01-01 08:46:00,82.5,0.1324279226813019,20.609888506888172,NORMAL,297.4,309.4,1466.0,45.5,53.0
L47706,L,2026-01-01 08:47:00,74.6,0.095734672309894,29.83481561359678,WATCH,297.6,309.5,1373.0,50.6,55.0
L47709,L,2026-01-01 08:50:00,81.7,0.226471911813199,21.506383620321465,NORMAL,297.6,309.5,1569.0,36.2,63.0
L47711,L,2026-01-01 08:52:00,83.3,0.09717325741330637,19.67866140048804,NORMAL,297.6,309.5,1549.0,34.9,68.0
L47712,L,2026-01-01 08:53:00,76.8,0.7122906704944093,27.283958447485112,NORMAL,297.5,309.4,1443.0,45.4,70.0
L47713,L,2026-01-01 08:54:00,74.7,0.16314509047852963,29.78387751990522,WATCH,297.5,309.3,1675.0,29.8,72.0
L47714,L,2026-01-01 08:55:00,73.3,0.3309117677417228,31.383869688139832,WATCH,297.5,309.3,1623.0,33.4,74.0
L47716,L,2026-01-01 08:57:00,71.7,0.15051894936105473,33.266453429442116,WATCH,297.4,309.3,1759.0,24.8,81.0
L47720,L,2026-01-01 09:01:00,90.5,0.5410065956919384,11.168252967934913,NORMAL,297.4,309.4,1473.0,45.5,94.0
L47721,L,2026-01-01 09:02:00,68.0,0.07773722517694982,37.629640138950705,WATCH,297.4,309.4,1296.0,52.3,96.0
L47722,L,2026-01-01 09:03:00,76.2,0.2149114226479708,27.95543039156393,NORMAL,297.5,309.4,1803.0,24.7,98.0
L47725,L,2026-01-01 09:06:00,48.2,0.32737104636397807,60.952067726427074,WARNING,297.6,309.4,1958.0,22.1,108.0
L47726,L,2026-01-01 09:07:00,40.6,0.1885729129622995,69.85072506183754,WARNING,297.5,309.4,1809.0,24.3,110.0
L47728,L,2026-01-01 09:09:00,58.2,0.09778885903375883,49.17375083861994,WATCH,297.4,309.3,1332.0,53.2,115.0
L47729,L,2026-01-01 09:10:00,72.7,0.3270724545517401,32.15592404528497,WATCH,297.4,309.2,1437.0,40.4,117.0
L47730,L,2026-01-01 09:11:00,61.3,0.10581725943760002,45.51560765917909,WATCH,297.4,309.2,1698.0,29.4,119.0
L47731,L,2026-01-01 09:12:00,57.0,0.07567380730869969,50.59628182304221,WATCH,297.4,309.2,1274.0,54.3,121.0
L47736,L,2026-01-01 09:17:00,75.1,0.11083899762064986,29.2442581152984,NORMAL,297.5,309.4,1357.0,50.1,137.0
L47738,L,2026-01-01 09:19:00,90.3,0.34978575956677077,11.44681754873044,NORMAL,297.5,309.4,1650.0,34.6,142.0
L47739,L,2026-01-01 09:20:00,93.6,0.28541920650445557,7.494662063783099,NORMAL,297.5,309.4,1503.0,40.6,144.0
L47740,L,2026-01-01 09:21:00,64.6,0.3865614449007479,41.651360306666234,WATCH,297.5,309.4,1318.0,58.2,146.0
L47742,L,2026-01-01 09:23:00,80.4,0.6199423066001192,23.069659209223747,NORMAL,297.6,309.5,1574.0,30.9,151.0
L47743,L,2026-01-01 09:24:00,88.7,0.2837295849847843,13.299833631725788,NORMAL,297.7,309.6,1529.0,35.2,153.0
L47748,L,2026-01-01 09:29:00,64.7,0.5339873333785066,41.587917164032575,WATCH,297.8,309.7,1935.0,22.1,171.0
L47750,L,2026-01-01 09:31:00,87.1,0.30920621823530253,15.141783007990636,NORMAL,297.7,309.7,1498.0,41.0,176.0
L47752,L,2026-01-01 09:33:00,50.3,0.06844041137518042,58.43842763595954,WATCH,297.8,309.9,1351.0,49.0,181.0
L47753,L,2026-01-01 09:34:00,62.0,0.19131680230830897,44.655615295170506,WATCH,297.9,309.9,1472.0,45.0,183.0
L47757,L,2026-01-01 09:38:00,77.0,1.1530370889907726,27.08745878037974,NORMAL,297.7,309.7,1591.0,37.7,196.0
L47758,L,2026-01-01 09:39:00,81.6,1.444540413143375,21.689303537604367,NORMAL,297.8,309.8,1533.0,36.8,198.0
L47761,L,2026-01-01 09:42:00,72.1,9.882169366912619,32.80676062397576,WATCH,297.8,309.7,1394.0,42.9,206.0
L47762,L,2026-01-01 09:43:00,70.1,0.3820563821405507,35.137315470423815,WATCH,297.8,309.7,1341.0,49.2,208.0
L47765,L,2026-01-01 09:46:00,48.4,6.730903048102476,60.68906753293245,WARNING,297.6,309.5,2001.0,20.5,220.0
L47766,L,2026-01-01 09:47:00,3.1,96.86347410319631,51.42178658244708,CRITICAL,297.6,309.6,1501.0,49.8,222.0
L47768,L,2026-01-01 09:49:00,66.7,27.613616545268478,39.19713782893007,WATCH,297.6,309.4,1628.0,33.4,229.0
L47769,L,2026-01-01 09:50:00,63.3,19.55657212227816,43.12882807125052,WATCH,297.6,309.4,1491.0,40.2,231.0
L47770,L,2026-01-01 09:51:00,63.9,6.449887926985543,42.44698510830066,WATCH,297.5,309.4,1517.0,36.7,233.0
L47773,L,2026-01-01 09:54:00,44.4,0.03775151283404673,65.41102571901216,WARNING,297.5,309.6,1312.0,50.7,0.0
L47778,L,2026-01-01 09:59:00,77.9,0.14366489095458462,26.012706694182476,NORMAL,297.7,309.6,1480.0,47.9,18.0
L47780,L,2026-01-01 10:01:00,84.2,0.05949754256149467,18.5794468680785,NORMAL,297.8,309.7,1547.0,37.3,25.0
L47781,L,2026-01-01 10:02:00,41.7,0.07980514140914285,68.54247216724258,WARNING,297.9,309.7,2194.0,16.8,27.0
L47782,L,2026-01-01 10:03:00,44.7,0.40578244227427807,65.0748012966691,WARNING,297.9,309.8,2000.0,21.3,29.0
